,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2009,61075000.0,7775000.0,33675000.0,-32550000.0,,,
December 2009,61075000.0,7775000.0,33675000.0,-32550000.0,,,
March 2010,61075000.0,7775000.0,33675000.0,-32550000.0,,,
June 2010,61075000.0,7775000.0,33675000.0,-32550000.0,,,
September 2010,11400000.0,9700000.0,28400000.0,-21300000.0,,,
December 2010,40400000.0,11200000.0,25100000.0,-12500000.0,,,
March 2011,41700000.0,9900000.0,26700000.0,-36900000.0,,,
June 2011,10100000.0,9700000.0,23800000.0,-19800000.0,383900000.0,350300000.0,33600000.0
September 2011,2900000.0,9000000.0,24600000.0,-6800000.0,365100000.0,331800000.0,33300000.0
December 2011,40500000.0,8800000.0,25300000.0,-12800000.0,329800000.0,303600000.0,26200000.0
March 2012,34500000.0,8900000.0,25400000.0,-3200000.0,340800000.0,315300000.0,25500000.0
June 2012,2600000.0,9300000.0,23600000.0,-1300000.0,329600000.0,304600000.0,25000000.0
September 2012,32400000.0,9300000.0,22700000.0,-2200000.0,326600000.0,302100000.0,24500000.0
December 2012,33800000.0,9800000.0,23700000.0,-5300000.0,327100000.0,301800000.0,25300000.0
March 2013,35100000.0,9900000.0,24700000.0,-1700000.0,304100000.0,276800000.0,27300000.0
June 2013,3300000.0,10400000.0,24400000.0,-5800000.0,305800000.0,274300000.0,31500000.0
September 2013,36500000.0,9700000.0,22200000.0,-13600000.0,297800000.0,263800000.0,34000000.0
December 2013,32000000.0,9400000.0,22200000.0,-9700000.0,279400000.0,246300000.0,33100000.0
March 2014,35700000.0,8400000.0,23000000.0,-14800000.0,255200000.0,222400000.0,32800000.0
June 2014,31600000.0,8000000.0,21400000.0,-13300000.0,253200000.0,218200000.0,35000000.0
September 2014,27400000.0,6600000.0,19200000.0,-5700000.0,257800000.0,223600000.0,34200000.0
December 2014,27700000.0,6400000.0,21200000.0,-4549000.0,242400000.0,209300000.0,33100000.0
March 2015,27700000.0,6400000.0,18000000.0,-11500000.0,220100000.0,189400000.0,30700000.0
June 2015,23900000.0,6000000.0,17600000.0,-1600000.0,229400000.0,195800000.0,33587000.0
September 2015,22600000.0,5500000.0,17100000.0,-1200000.0,228000000.0,196500000.0,
December 2015,21422000.0,5200000.0,16200000.0,-5679000.0,209300000.0,179400000.0,
March 2016,22000000.0,5000000.0,16200000.0,-7900000.0,191500000.0,163300000.0,
June 2016,23141000.0,5106000.0,16402000.0,-15151000.0,166111000.0,140414000.0,25697000.0
September 2016,20290000.0,4943000.0,15187000.0,-629000.0,152826000.0,127581000.0,25245000.0
December 2016,18603000.0,4475000.0,14056000.0,1678000.0,156918000.0,133119000.0,
March 2017,17659000.0,4264000.0,13284000.0,-399000.0,151524000.0,128767000.0,
June 2017,19905000.0,5002000.0,14657000.0,-1473000.0,152576000.0,124585000.0,27991000.0
September 2017,18522000.0,4798000.0,13722000.0,-657000.0,152214000.0,123863000.0,
December 2017,18996000.0,5144000.0,14104000.0,5071000.0,160210000.0,128243000.0,
March 2018,19497000.0,4754000.0,14745000.0,-2623000.0,153884000.0,121344000.0,
June 2018,22171000.0,5054000.0,15586000.0,54000.0,156061000.0,123466000.0,32595000.0
September 2018,19439000.0,4937000.0,13706000.0,-750000.0,159191000.0,125306000.0,
December 2018,19607000.0,5316000.0,14291000.0,2310000.0,161184000.0,127084000.0,
March 2019,18758000.0,5350000.0,13408000.0,4339000.0,167203000.0,126071000.0,
June 2019,20098000.0,5508000.0,14650000.0,3839000.0,169193000.0,125997000.0,
September 2019,21037000.0,5216000.0,14644000.0,54000.0,176333000.0,125967000.0,
December 2019,19816000.0,4978000.0,14457000.0,-1671000.0,179819000.0,130326000.0,
March 2020,20725000.0,4875000.0,15233000.0,731000.0,179761000.0,137394000.0,
June 2020,19740000.0,4215000.0,13651000.0,1143000.0,179801000.0,139950000.0,
September 2020,17684000.0,4847000.0,12837000.0,5936000.0,176773000.0,137958000.0,
December 2020,19031000.0,5419000.0,13612000.0,6641000.0,193376000.0,156375000.0,
March 2021,21543000.0,5275000.0,15106000.0,94731000.0,290576000.0,164284000.0,
June 2021,22147000.0,6269000.0,14769000.0,2831000.0,297653000.0,170239000.0,
September 2021,19267000.0,5910000.0,12698000.0,4682000.0,308919000.0,183686000.0,
December 2021,18948000.0,6169000.0,13739000.0,5916000.0,317123000.0,195047000.0,
March 2022,20054000.0,5259000.0,14867000.0,6029000.0,319682000.0,196606000.0,
June 2022,22221000.0,5258000.0,16352000.0,4533000.0,323904000.0,206401000.0,
