,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,319736000.0,-213821500.0,,,
June 2008,319736000.0,-213821500.0,,,
September 2008,319736000.0,-213821500.0,,,
December 2008,319736000.0,-213821500.0,,,
March 2009,261240000.0,105199000.0,,,
June 2009,273617000.0,-212575000.0,,,
September 2009,290766000.0,-750388000.0,,,
December 2009,274570000.0,-433918000.0,22518210000.0,3053501000.0,4394757000.0
March 2010,276054000.0,-96741000.0,,,
June 2010,282404000.0,-883476000.0,19987547000.0,1791956000.0,3380997000.0
September 2010,292456000.0,-317991000.0,19136372000.0,1288801000.0,3150379000.0
December 2010,277889000.0,-139189000.0,18961045000.0,1455645000.0,2951050000.0
March 2011,269562000.0,-89871000.0,18760349000.0,1366411000.0,2967316000.0
June 2011,301582000.0,3441985000.0,,,
September 2011,304049000.0,-123786000.0,27853023000.0,2721807000.0,10262822000.0
December 2011,307312000.0,-3258636000.0,27766276000.0,2812720000.0,10086912000.0
March 2012,303289000.0,-217253000.0,27391028000.0,2593677000.0,10010531000.0
June 2012,309478000.0,-145452000.0,27263008000.0,2677417000.0,9802414000.0
September 2012,319106000.0,-181159000.0,27831361000.0,3347817000.0,9718195000.0
December 2012,,-1223827000.0,26284738000.0,2507092000.0,9582994000.0
March 2013,,6546000.0,26057874000.0,2439245000.0,9500851000.0
June 2013,,-92958000.0,25722137000.0,2210240000.0,9469588000.0
September 2013,,-22313000.0,25658835000.0,2284015000.0,9405527000.0
December 2013,,-56805000.0,26110185000.0,2719439000.0,9309959000.0
March 2014,329687250.0,102652000.0,25350709000.0,1970630000.0,9346004000.0
June 2014,329687250.0,110008000.0,25572303000.0,2166315000.0,9292266000.0
September 2014,329687250.0,-20270000.0,25448486000.0,1991057000.0,9203726000.0
December 2014,329687250.0,-342263000.0,26702511000.0,3027160000.0,
March 2015,327276000.0,169850000.0,26798447000.0,2956607000.0,
June 2015,327276000.0,97459000.0,27149587000.0,3267022000.0,
September 2015,327276000.0,66425000.0,26680266000.0,2582274000.0,
December 2015,327276000.0,-781454000.0,25215178000.0,2408749000.0,
March 2016,308543000.0,66799000.0,25497290000.0,2401644000.0,
June 2016,321407000.0,474353000.0,26549055000.0,3193787000.0,
September 2016,371950000.0,535619000.0,27705286000.0,2214348000.0,
December 2016,376717000.0,24669000.0,28173301000.0,2229587000.0,
March 2017,388835000.0,206847000.0,28303092000.0,2172718000.0,
June 2017,354463000.0,209864000.0,28542931000.0,2485131000.0,
September 2017,402023000.0,148363000.0,29101890000.0,2794536000.0,
December 2017,414594000.0,1387413000.0,29159178000.0,2374627000.0,
March 2018,417890000.0,223444000.0,29298270000.0,2392713000.0,
June 2018,438453000.0,123777000.0,28977160000.0,2083116000.0,
September 2018,463417000.0,142878000.0,29973515000.0,2208024000.0,
December 2018,444878000.0,-23327000.0,30210706000.0,2526778000.0,
March 2019,525112000.0,31297000.0,31146921000.0,2207135000.0,
June 2019,524424000.0,43405000.0,30813715000.0,2040034000.0,
September 2019,494228000.0,-37133000.0,31168871000.0,2880746000.0,
December 2019,557453000.0,2011577000.0,33876356000.0,4007693000.0,
March 2020,574306000.0,806869000.0,39118905000.0,7597929000.0,
June 2020,473564000.0,-857257000.0,37471285000.0,6370768000.0,
September 2020,543293000.0,-534731000.0,37004775000.0,6186281000.0,
December 2020,531170000.0,-447605000.0,36494934000.0,5950659000.0,
March 2021,546407000.0,-331829000.0,37330767000.0,7083867000.0,
June 2021,590209000.0,104753000.0,36776378000.0,6574543000.0,
September 2021,623275000.0,1350433000.0,41338323000.0,6670321000.0,
December 2021,747348000.0,131013000.0,40899116000.0,6416182000.0,
March 2022,776837000.0,-18016000.0,38650005000.0,4514945000.0,
June 2022,1028765000.0,1783937000.0,48432138000.0,9166781000.0,
