,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2010,1069730.0,-1069688.0,,
December 2010,469265.0,-467144.0,,
March 2011,2817553.0,-2811413.0,,
June 2011,2690005.0,-2671869.0,,
September 2011,2838265.0,-2828238.0,17301045.0,16923645.0
December 2011,4067716.0,-4059885.0,15608983.0,14961545.0
March 2012,5076447.0,-5070492.0,13629368.0,12847487.0
June 2012,2405646.0,-2415985.0,10067791.0,9346332.0
September 2012,777477.0,-783019.0,7289267.0,6592084.0
December 2012,1110396.0,-1107563.0,6557069.0,5883250.0
March 2013,874107.0,-866890.0,5383542.0,4756560.0
June 2013,923244.0,-932390.0,5224206.0,3257052.0
September 2013,703758.0,-705788.0,4413598.0,2435845.0
December 2013,998144.0,-987805.0,3708033.0,1809528.0
March 2014,526348.0,-533988.0,3170263.0,1270855.0
June 2014,560734.0,-563857.0,2682847.0,809773.0
September 2014,373793.0,-377337.0,2295166.0,432482.0
December 2014,1143469.0,-1146922.0,1934746.0,88647.0
March 2015,188026.0,-187659.0,2336831.0,504923.0
June 2015,267472.0,-272352.0,1879940.0,56251.0
September 2015,278156.0,-282504.0,1845867.0,30358.0
December 2015,383020.0,-378870.0,2421436.0,599108.0
March 2016,307046.0,-311764.0,1994911.0,183657.0
June 2016,235870.0,-240801.0,1830875.0,26422.0
September 2016,122751.0,-127946.0,1810523.0,11831.0
December 2016,109779.0,-129289.0,1815771.0,22042.0
March 2017,139047.0,-152320.0,1804131.0,17829.0
June 2017,1609665.0,-1725571.0,1802219.0,17493.0
September 2017,97935.0,-116456.0,395762.0,7747.0
December 2017,78553.0,-107107.0,392347.0,5961.0
March 2018,62747.0,-85008.0,400927.0,15909.0
June 2018,378578.0,-429767.0,394306.0,10790.0
September 2018,449425.0,-455000.0,393158.0,34924.0
December 2018,91561.0,-96776.0,483294.0,125060.0
March 2019,102927.0,-107832.0,430350.0,72116.0
June 2019,280397.0,-1721766.0,383221.0,24987.0
September 2019,90115.0,-93622.0,2183230.0,1828996.0
December 2019,232037.0,-301119.0,,
March 2020,296010.0,-299440.0,1931709.0,1577475.0
June 2020,455900.0,-446648.0,1773015.0,1418781.0
September 2020,391055.0,-339683.0,3291384.0,2929650.0
December 2020,463002.0,-477112.0,3123010.0,2761276.0
March 2021,408715.0,2918900.0,2705322.0,2289262.0
June 2021,300084.0,-57903.0,5234783.0,5025233.0
September 2021,410663.0,-338862.0,5404891.0,5179682.0
December 2021,862370.0,-930712.0,5115427.0,4891964.0
March 2022,815213.0,-814010.0,4477292.0,4057841.0
