,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
September 1978,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1978,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1979,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1979,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1979,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1979,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1980,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1980,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1980,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1980,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1981,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1981,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1981,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1981,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1982,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1982,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1982,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1982,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1983,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1983,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1983,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1983,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1984,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1984,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1984,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1984,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1985,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1985,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1985,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1985,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1986,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1986,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1986,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1986,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1987,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1987,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1987,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1987,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1988,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1988,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1988,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1988,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1989,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1989,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1989,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1989,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1990,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1990,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1990,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1990,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1991,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1991,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1991,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1991,2082.279069767442,1957.6124031007753,-2400.6356589147285,
March 1992,2082.279069767442,1957.6124031007753,-2400.6356589147285,
June 1992,2082.279069767442,1957.6124031007753,-2400.6356589147285,
September 1992,2082.279069767442,1957.6124031007753,-2400.6356589147285,
December 1992,2082.279069767442,1957.6124031007753,-2400.6356589147285,
