,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2005,,7603.923076923077,0.0,,
December 2005,,7603.923076923077,0.0,,
March 2006,,7603.923076923077,1412.0,,
June 2006,,7603.923076923077,1412.0,,
September 2006,,7603.923076923077,1412.0,,
December 2006,,7603.923076923077,1412.0,,
March 2007,,7603.923076923077,7599.25,,
June 2007,,7603.923076923077,7599.25,,
September 2007,,7603.923076923077,7599.25,,
December 2007,,7603.923076923077,7599.25,,
March 2008,,7603.923076923077,4997.25,,
June 2008,,7603.923076923077,4997.25,,
September 2008,,7603.923076923077,4997.25,,
December 2008,,7603.923076923077,4997.25,,
March 2009,,7603.923076923077,1332.75,,
June 2009,,7603.923076923077,1332.75,,
September 2009,,7603.923076923077,1332.75,,
December 2009,,7603.923076923077,1332.75,,
March 2010,,7603.923076923077,1269.0,,
June 2010,,7603.923076923077,1269.0,,
September 2010,,7603.923076923077,1269.0,,
December 2010,,7603.923076923077,1269.0,,
March 2011,,7603.923076923077,1051.5,,
June 2011,,7603.923076923077,1051.5,,
September 2011,,7603.923076923077,1051.5,,
December 2011,,7603.923076923077,1051.5,,
March 2012,,2203.0,461.25,,
June 2012,,2203.0,461.25,,
September 2012,,2203.0,461.25,,
December 2012,,2203.0,461.25,3013.0,3013.0
March 2013,,2369.0,-428.0,,
June 2013,,1670.0,-1114.0,,
September 2013,,5086.0,-4147.0,,
December 2013,,4399.0,-3460.0,4484.0,4484.0
March 2014,4509.75,8119.0,-7527.0,775.0,775.0
June 2014,4509.75,3702.0,-2337.0,7105.0,6701.0
September 2014,4509.75,2160.0,-517.0,10659.0,10255.0
December 2014,4509.75,-4307.0,-3094.0,26693.0,26693.0
March 2015,16922.5,5750.0,-4361.0,21341.0,21341.0
June 2015,16922.5,28094.0,-27086.0,4770.0,4770.0
September 2015,3106.0,3106.0,-2350.0,3863.0,3863.0
December 2015,3194.0,-31779.0,-2782.0,1983.0,1983.0
March 2016,1351502.0,7080.0,-6454.0,1818.0,1818.0
June 2016,1223517.0,12778.0,-1238226.0,4748.0,4748.0
September 2016,3882.0,3882.0,-3198.0,1775.0,
December 2016,-2552235.0,-17374.0,1223265.0,10564482.0,534577.0
March 2017,914204.0,,-891060.0,11417976.0,1514086.0
June 2017,2423185.0,,-2425601.0,10536503.0,1169800.0
September 2017,1398590.0,,-1404041.0,10403964.0,1137853.0
December 2017,2411618.0,,-2411762.0,10265976.0,1239544.0
March 2018,1450899.0,,,10136812.0,1058006.0
June 2018,2135585.0,,,29455420.0,2245603.0
September 2018,2594500.0,,,47416825.0,4639005.0
December 2018,1926898.0,,,47382685.0,3426451.0
March 2019,2048289.0,,-2382992.0,47181170.0,4262505.0
June 2019,1574522.0,,-1685438.0,54284441.0,11751569.0
September 2019,2733350.0,,-2811783.0,51277300.0,8471942.0
December 2019,2213070.0,,-1099346.0,49991591.0,7218009.0
March 2020,1956045.0,,-2366494.0,52319317.0,10150285.0
June 2020,2686549.0,,-2121206.0,50344975.0,8180748.0
September 2020,1556729.0,,-2369963.0,48866864.0,6904847.0
December 2020,2136275.0,,-2254483.0,56717070.0,7520367.0
March 2021,3170999.0,,-4228126.0,57272525.0,9026269.0
June 2021,1996515.0,,-1535901.0,56892978.0,8901736.0
September 2021,1676214.0,,1701314.0,58218879.0,7011692.0
December 2021,3259815.0,,-5320712.0,55190738.0,6607557.0
March 2022,1780438.0,,-2479213.0,54721011.0,6559258.0
June 2022,1914486.0,,-2734928.0,56584439.0,8979236.0
