,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,29151750.0,,
June 2009,29151750.0,,
September 2009,29151750.0,,
December 2009,29151750.0,,
March 2010,17608000.0,-77220000.0,
June 2010,19621000.0,-92316000.0,
September 2010,21756000.0,-17896000.0,
December 2010,-15159000.0,-187381000.0,13643504000.0
March 2011,20431000.0,-26964000.0,
June 2011,20057000.0,-70168000.0,12662812000.0
September 2011,26557000.0,-9480000.0,13734029000.0
December 2011,-32259000.0,-75165000.0,13637473000.0
March 2012,37752000.0,-7309000.0,14042349000.0
June 2012,10380000.0,87387000.0,14368446000.0
September 2012,14137000.0,81110000.0,14899222000.0
December 2012,-18067000.0,-92812000.0,14082012000.0
March 2013,11513000.0,23607000.0,13094150000.0
June 2013,10371000.0,67000000.0,12735017000.0
September 2013,11453000.0,14272000.0,11807815000.0
December 2013,10322000.0,161906000.0,9407301000.0
March 2014,7895000.0,-78423000.0,9611353000.0
June 2014,7391000.0,26000000.0,9933114000.0
September 2014,50254000.0,-27632000.0,9625410000.0
December 2014,-2146000.0,11000000.0,9839851000.0
March 2015,11900000.0,31500000.0,11571000000.0
June 2015,15000000.0,46000000.0,12139000000.0
September 2015,13000000.0,47000000.0,12519000000.0
December 2015,51100000.0,33000000.0,13715000000.0
March 2016,16000000.0,39000000.0,13737000000.0
June 2016,13000000.0,47000000.0,13723000000.0
September 2016,13000000.0,57000000.0,14273000000.0
December 2016,7000000.0,28000000.0,14053000000.0
March 2017,17000000.0,27000000.0,15361000000.0
June 2017,16000000.0,41000000.0,15965000000.0
September 2017,22000000.0,40000000.0,16880000000.0
December 2017,27000000.0,-45000000.0,16912000000.0
March 2018,19000000.0,35000000.0,17736000000.0
June 2018,15000000.0,50000000.0,18130000000.0
September 2018,17000000.0,48000000.0,18697000000.0
December 2018,22000000.0,54000000.0,18531000000.0
March 2019,22000000.0,36000000.0,19445000000.0
June 2019,23000000.0,61000000.0,20206000000.0
September 2019,26000000.0,63000000.0,22048000000.0
December 2019,26000000.0,58000000.0,23266000000.0
March 2020,28000000.0,46000000.0,26805000000.0
June 2020,34000000.0,116000000.0,27468000000.0
September 2020,21000000.0,222000000.0,29476000000.0
December 2020,34000000.0,154000000.0,31038000000.0
March 2021,57000000.0,149000000.0,29449000000.0
June 2021,26000000.0,147000000.0,27065000000.0
September 2021,23000000.0,152000000.0,27042000000.0
December 2021,,85000000.0,25483000000.0
March 2022,25000000.0,53000000.0,23244000000.0
June 2022,26000000.0,60000000.0,24899000000.0
