,NetIncomeLoss,Assets,AssetsCurrent
March 2009,16750000.0,,
June 2009,16750000.0,2251000000.0,363000000.0
September 2009,16750000.0,2196000000.0,350000000.0
December 2009,16750000.0,2160000000.0,342000000.0
March 2010,-500000.0,2259000000.0,434000000.0
June 2010,-500000.0,2109000000.0,262000000.0
September 2010,17000000.0,2156000000.0,327000000.0
December 2010,11000000.0,2079000000.0,290000000.0
March 2011,-20000000.0,2100000000.0,321000000.0
June 2011,-23000000.0,1986000000.0,252000000.0
September 2011,5000000.0,2010000000.0,287000000.0
December 2011,-648000000.0,1346000000.0,213000000.0
March 2012,-49000000.0,1292000000.0,168000000.0
June 2012,-61000000.0,1247000000.0,146000000.0
September 2012,-180000000.0,1082000000.0,142000000.0
