,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,,
June 2009,,,
September 2009,,,
December 2009,,,
March 2010,5150000.0,,
June 2010,5150000.0,,
September 2010,-17500000.0,,
December 2010,-7800000.0,3393800000.0,750500000.0
March 2011,6800000.0,3322400000.0,
June 2011,10500000.0,3501300000.0,
September 2011,4900000.0,3790400000.0,890700000.0
December 2011,8500000.0,3831000000.0,866500000.0
March 2012,9600000.0,3698400000.0,676200000.0
June 2012,8600000.0,3780500000.0,649500000.0
September 2012,8700000.0,3881500000.0,666400000.0
December 2012,11200000.0,5105000000.0,733300000.0
March 2013,13400000.0,5148500000.0,631200000.0
June 2013,15000000.0,5407100000.0,697900000.0
September 2013,16300000.0,5725300000.0,809000000.0
December 2013,20400000.0,6048600000.0,897200000.0
March 2014,19600000.0,6055200000.0,809900000.0
June 2014,26400000.0,6328400000.0,939200000.0
September 2014,30700000.0,6491900000.0,1053100000.0
December 2014,25600000.0,6453500000.0,882600000.0
March 2015,3200000.0,13625300000.0,1067600000.0
June 2015,15200000.0,13352900000.0,963500000.0
September 2015,12700000.0,13418200000.0,1001100000.0
December 2015,27000000.0,13211000000.0,920000000.0
March 2016,-2700000.0,12949200000.0,715900000.0
June 2016,-23200000.0,13000100000.0,856700000.0
September 2016,-10700000.0,13055600000.0,976700000.0
December 2016,-150700000.0,12871200000.0,1006800000.0
March 2017,-119300000.0,13653800000.0,812100000.0
June 2017,57600000.0,13918400000.0,914900000.0
September 2017,-167600000.0,13998300000.0,1200800000.0
December 2017,283300000.0,14388600000.0,1269900000.0
March 2018,22900000.0,14753200000.0,1160300000.0
June 2018,109100000.0,15596100000.0,1431500000.0
September 2018,-23700000.0,16569100000.0,1726400000.0
December 2018,-106700000.0,16938200000.0,1418900000.0
March 2019,-38900000.0,17569200000.0,1181000000.0
June 2019,-10200000.0,18318200000.0,1211900000.0
September 2019,-47300000.0,18918500000.0,1476000000.0
December 2019,-112800000.0,18815100000.0,1658300000.0
March 2020,-1737800000.0,16026800000.0,1214300000.0
June 2020,81000000.0,15965400000.0,1225000000.0
September 2020,69300000.0,16052100000.0,1444400000.0
December 2020,33600000.0,15875700000.0,1460300000.0
March 2021,146400000.0,15648400000.0,1408800000.0
June 2021,56200000.0,15411800000.0,1317900000.0
September 2021,182200000.0,15972700000.0,1993300000.0
December 2021,-313600000.0,15208200000.0,1769800000.0
March 2022,88000000.0,15295400000.0,1900500000.0
June 2022,596400000.0,15334300000.0,2164100000.0
