,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,2777500.0,162500.0,120000.0,,
March 2010,2777500.0,162500.0,120000.0,,
June 2010,3052000.0,259000.0,35000.0,,
September 2010,3983000.0,342000.0,-652000.0,31724000.0,7325000.0
December 2010,3271000.0,382000.0,-156000.0,,
March 2011,3604000.0,470000.0,-329000.0,,
June 2011,3470000.0,448000.0,-246000.0,30012000.0,5809000.0
September 2011,3474000.0,566000.0,-51000.0,31409000.0,7296000.0
December 2011,3814000.0,403000.0,-463000.0,31638000.0,6528000.0
March 2012,3762000.0,480000.0,-166000.0,31695000.0,5870000.0
June 2012,3704000.0,370000.0,-277000.0,34443000.0,7397000.0
September 2012,3847000.0,203000.0,-40000.0,33690000.0,6751000.0
December 2012,3744000.0,132000.0,-642000.0,34727000.0,7560000.0
March 2013,3747000.0,247000.0,-687000.0,33667000.0,6362000.0
June 2013,4342000.0,515000.0,-1569000.0,33974000.0,6048000.0
September 2013,4289000.0,471000.0,-700000.0,36977000.0,6987000.0
December 2013,4118000.0,523000.0,-777000.0,35384000.0,5629000.0
March 2014,4225000.0,579000.0,-2314000.0,37045000.0,7739000.0
June 2014,4225000.0,613000.0,-1306000.0,34961000.0,6218000.0
September 2014,4197000.0,671000.0,-1818000.0,33560000.0,5345000.0
December 2014,3857000.0,602000.0,-2110000.0,32947000.0,4831000.0
March 2015,3579000.0,467000.0,-2073000.0,33352000.0,5880000.0
June 2015,3020000.0,373000.0,-1110000.0,31142000.0,4343000.0
September 2015,13831000.0,459000.0,-11475000.0,19187000.0,3480000.0
December 2015,3213000.0,341000.0,-1348000.0,18992000.0,3711000.0
March 2016,2920000.0,377000.0,-1005000.0,17736000.0,2915000.0
June 2016,3019000.0,428000.0,-2032000.0,17297000.0,2740000.0
September 2016,3004000.0,432000.0,-3439000.0,17728000.0,3591000.0
December 2016,2661000.0,360000.0,-408000.0,18359000.0,4402000.0
March 2017,2725000.0,422000.0,-530000.0,17701000.0,3939000.0
June 2017,2562000.0,393000.0,-332000.0,17845000.0,4214000.0
September 2017,2570000.0,412000.0,-332000.0,17573000.0,4126000.0
December 2017,2355000.0,407000.0,-430000.0,18105000.0,4789000.0
March 2018,2438000.0,408000.0,-680000.0,17196000.0,4064000.0
June 2018,6736000.0,406000.0,-5162000.0,11422000.0,2995000.0
September 2018,2280000.0,383000.0,-947000.0,17573000.0,4126000.0
December 2018,5768000.0,418000.0,-4955000.0,9271000.0,4915000.0
March 2019,2760000.0,489000.0,-12522000.0,16115000.0,6240000.0
June 2019,4041000.0,592000.0,7311000.0,13209000.0,3487000.0
September 2019,3091000.0,686000.0,692000.0,11155000.0,1675000.0
December 2019,2483000.0,390000.0,136000.0,11573000.0,1919000.0
March 2020,2551000.0,426000.0,822000.0,10787000.0,1437000.0
June 2020,1403000.0,402000.0,-1701000.0,11297000.0,2249000.0
September 2020,1607000.0,423000.0,1069000.0,10660000.0,1905000.0
December 2020,1700000.0,349000.0,-1162000.0,11603000.0,2728000.0
March 2021,1935000.0,479000.0,-556000.0,17929000.0,5145000.0
June 2021,2867000.0,625000.0,-3609000.0,32063000.0,7082000.0
September 2021,3407000.0,934000.0,-1362000.0,34967000.0,10418000.0
December 2021,3485000.0,859000.0,1872000.0,32158000.0,8015000.0
March 2022,3389000.0,865000.0,346000.0,30315000.0,6595000.0
June 2022,3338000.0,771000.0,403000.0,29400000.0,6025000.0
