,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2010,7809333.333333333,6780000.0,-4934500.0,,
December 2010,7809333.333333333,6780000.0,-4934500.0,,
March 2011,7809333.333333333,6780000.0,-9127750.0,,
June 2011,7809333.333333333,6780000.0,-9127750.0,,
September 2011,7809333.333333333,6780000.0,-9127750.0,,
December 2011,7809333.333333333,6780000.0,-9127750.0,,
March 2012,21445750.0,9335250.0,-21289250.0,,
June 2012,21445750.0,9335250.0,-21289250.0,,
September 2012,21445750.0,9335250.0,-21289250.0,,
December 2012,21445750.0,9335250.0,-21289250.0,,
March 2013,15814000.0,1062000.0,-33861000.0,,
June 2013,39756000.0,1040000.0,-36185000.0,,
September 2013,50842000.0,0.0,-73036000.0,,
December 2013,29248000.0,9438000.0,-51408000.0,5941972000.0,207252000.0
March 2014,24988000.0,3496000.0,-59840000.0,5790397000.0,105542000.0
June 2014,38640000.0,3792000.0,-213477000.0,8204640000.0,319167000.0
September 2014,32236000.0,1383000.0,-43559000.0,8161276000.0,327746000.0
December 2014,23315000.0,648000.0,-59977000.0,7945745000.0,186223000.0
March 2015,37089000.0,1151000.0,-169549000.0,9815953000.0,212477000.0
June 2015,29532000.0,1367000.0,-48101000.0,9846785000.0,369945000.0
September 2015,-9891000.0,113000.0,-12835000.0,10072619000.0,376252000.0
December 2015,35270000.0,369000.0,-35132000.0,10433380000.0,234760000.0
March 2016,30089000.0,66000.0,-47000000.0,10961871000.0,243157000.0
June 2016,113847000.0,70000.0,-87000000.0,11631813000.0,427964000.0
September 2016,280000000.0,0.0,-104343000.0,12277555000.0,532848000.0
December 2016,359064000.0,-136000.0,45000000.0,12883316000.0,697687000.0
March 2017,678000000.0,0.0,-4000000.0,14475000000.0,888000000.0
June 2017,820000000.0,1000000.0,-20000000.0,14513000000.0,921000000.0
September 2017,725000000.0,1000000.0,-12000000.0,14059000000.0,926000000.0
December 2017,1020000000.0,0.0,286000000.0,14206000000.0,1082000000.0
March 2018,1127000000.0,0.0,242000000.0,14253000000.0,1136000000.0
June 2018,994000000.0,1000000.0,193000000.0,14587000000.0,1360000000.0
September 2018,1070000000.0,0.0,243000000.0,14471000000.0,1198000000.0
December 2018,1415000000.0,1000000.0,266000000.0,14967000000.0,1557000000.0
March 2019,1219000000.0,0.0,308000000.0,15042000000.0,1393000000.0
June 2019,1286000000.0,0.0,150000000.0,15312000000.0,1391000000.0
September 2019,1169000000.0,0.0,48000000.0,14871000000.0,851000000.0
December 2019,1281000000.0,0.0,367000000.0,14952000000.0,888000000.0
March 2020,,0.0,360000000.0,14861000000.0,679000000.0
June 2020,,0.0,353000000.0,15071000000.0,778000000.0
September 2020,,0.0,-116000000.0,15148000000.0,766000000.0
December 2020,,0.0,346000000.0,15323000000.0,882000000.0
March 2021,,,337000000.0,15346000000.0,864000000.0
June 2021,,,333000000.0,15294000000.0,747000000.0
September 2021,,,340000000.0,15659000000.0,1054000000.0
December 2021,,,451000000.0,15934000000.0,1290000000.0
March 2022,,,85000000.0,15979000000.0,1230000000.0
June 2022,,,268000000.0,16501000000.0,1787000000.0
