,OperatingExpenses,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
March 2009,23190000.0,8180000.0,,
June 2009,27356000.0,9425000.0,,
September 2009,,,,
December 2009,,,389956000.0,193697000.0
March 2010,27868000.0,9698000.0,,
June 2010,29959000.0,10031000.0,369358000.0,204945000.0
