,OperatingExpenses,NetIncomeLoss
March 2021,46327.0,1519539.0
June 2021,52580.0,1297879.0
September 2021,,
December 2021,,
March 2022,70612.0,-2428766.0
June 2022,67945.0,-2073538.0
