,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,9779250.0,6144250.0,3635000.0,-9882250.0,,
June 2009,9779250.0,6144250.0,3635000.0,-9882250.0,,
September 2009,9779250.0,6144250.0,3635000.0,-9882250.0,,
December 2009,9779250.0,6144250.0,3635000.0,-9882250.0,,
March 2010,8886000.0,4998000.0,3888000.0,-9117000.0,,
June 2010,9860000.0,6043000.0,3817000.0,-11073000.0,,
September 2010,9475000.0,5920000.0,3555000.0,-11850000.0,,
December 2010,8631000.0,4639000.0,3992000.0,-15420000.0,35233000.0,27624000.0
March 2011,7619000.0,4327000.0,3299000.0,-9037000.0,,
June 2011,7055000.0,3478000.0,3577000.0,-9175000.0,23059000.0,16490000.0
September 2011,6943000.0,3641000.0,3306000.0,-7790000.0,21953000.0,16074000.0
December 2011,6965000.0,3833000.0,3132000.0,-9806000.0,23870000.0,18655000.0
March 2012,7228000.0,3940000.0,3288000.0,-9803000.0,13773000.0,9317000.0
June 2012,6290000.0,3227000.0,3064000.0,-4971000.0,20765000.0,16701000.0
September 2012,5476000.0,3097000.0,2425000.0,-3845000.0,16795000.0,12962000.0
December 2012,5314000.0,2871000.0,2475000.0,-4074000.0,12938000.0,9695000.0
March 2013,4653000.0,2252000.0,2403000.0,-3654000.0,8740000.0,5744000.0
June 2013,4439000.0,2339000.0,2101000.0,-3436000.0,10597000.0,7452000.0
September 2013,4992000.0,2893000.0,2132000.0,-3667000.0,12015000.0,8918000.0
December 2013,5061000.0,2783000.0,2156000.0,-2421000.0,8447000.0,5784000.0
March 2014,4275000.0,2543000.0,1959000.0,-8018000.0,18267000.0,15778000.0
June 2014,3849000.0,2236000.0,1869000.0,-3401000.0,15521000.0,13096000.0
September 2014,3956000.0,2369000.0,1588000.0,-3355000.0,14351000.0,12010000.0
December 2014,3529000.0,1919000.0,1589000.0,-3346000.0,11945000.0,9625000.0
March 2015,3819000.0,1898000.0,1921000.0,-3962000.0,20555000.0,18136000.0
June 2015,3957000.0,2011000.0,1946000.0,-2769000.0,20176000.0,17295000.0
September 2015,4103000.0,2231000.0,1873000.0,-3513000.0,15538000.0,12546000.0
December 2015,4679000.0,2540000.0,2139000.0,-4298000.0,14042000.0,11075000.0
March 2016,4665000.0,2597000.0,2068000.0,-3556000.0,16504000.0,13701000.0
June 2016,5050000.0,2879000.0,2171000.0,-3476000.0,13580000.0,11022000.0
September 2016,5284000.0,3053000.0,2231000.0,-4070000.0,11907000.0,9337000.0
December 2016,5846000.0,3605000.0,2273000.0,-5370000.0,20106000.0,17348000.0
March 2017,5898000.0,3318000.0,2580000.0,-5647000.0,14823000.0,10986000.0
June 2017,5997000.0,3672000.0,2325000.0,-5494000.0,29911000.0,25459000.0
September 2017,5489000.0,3427000.0,2062000.0,-5762000.0,37304000.0,32988000.0
December 2017,7868000.0,4679000.0,3189000.0,-7861000.0,29767000.0,23217000.0
March 2018,7435000.0,4828000.0,2607000.0,-7132000.0,22518000.0,16054000.0
June 2018,8784000.0,6691000.0,2093000.0,-8459000.0,35990000.0,29391000.0
September 2018,8639000.0,6386000.0,2253000.0,289000.0,29970000.0,23574000.0
December 2018,9331000.0,6761000.0,2570000.0,-11948000.0,23033000.0,17649000.0
March 2019,8672000.0,5973000.0,2699000.0,-8068000.0,17201000.0,10605000.0
June 2019,8400000.0,5945000.0,2455000.0,-8990000.0,14240000.0,8143000.0
September 2019,5263000.0,3566000.0,1697000.0,-6141000.0,12394000.0,7962000.0
December 2019,4459000.0,3177000.0,1282000.0,-3284000.0,11836000.0,7837000.0
March 2020,5004000.0,3683000.0,1771000.0,-4934000.0,6904000.0,3290000.0
June 2020,2887000.0,1607000.0,1280000.0,-2304000.0,11506000.0,8106000.0
September 2020,3457000.0,1972000.0,1485000.0,-2826000.0,8961000.0,5775000.0
December 2020,3959000.0,2578000.0,1381000.0,-3570000.0,21006000.0,17560000.0
March 2021,6709000.0,4462000.0,2247000.0,-6231000.0,79611000.0,75903000.0
June 2021,15731000.0,7376000.0,8355000.0,-14962000.0,140417000.0,136324000.0
September 2021,10797000.0,5791000.0,5006000.0,-9382000.0,134065000.0,129097000.0
December 2021,13130000.0,6482000.0,6648000.0,-12625000.0,130225000.0,119430000.0
March 2022,13470000.0,7593000.0,5877000.0,-13168000.0,117769000.0,106942000.0
June 2022,13965000.0,7700000.0,6265000.0,-13597000.0,107192000.0,95750000.0
