,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2018,75842250.0,23238750.0,0.0,
June 2018,75842250.0,23238750.0,0.0,
September 2018,75842250.0,23238750.0,0.0,
December 2018,75842250.0,23238750.0,0.0,
March 2019,82856250.0,22114500.0,0.0,
June 2019,82856250.0,22114500.0,0.0,
September 2019,82856250.0,22114500.0,0.0,
December 2019,82856250.0,22114500.0,0.0,373156000.0
March 2020,80073000.0,24596000.0,0.0,
June 2020,71909000.0,16242000.0,0.0,
September 2020,92578000.0,17263000.0,0.0,
December 2020,228536000.0,26530000.0,4049000.0,631891000.0
March 2021,107885000.0,24532000.0,2547000.0,534843000.0
June 2021,97485000.0,21651000.0,656000.0,664832000.0
September 2021,92998000.0,20131000.0,4056000.0,512883000.0
December 2021,123820000.0,22037000.0,14223000.0,581624000.0
March 2022,87163000.0,21258000.0,4726000.0,517208000.0
June 2022,84522000.0,23093000.0,7605000.0,507809000.0
