,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,,,,
June 2017,,,,
September 2017,,,,
December 2017,,,,
March 2018,44324500.0,,,
June 2018,44324500.0,,,
September 2018,44324500.0,,,
December 2018,44324500.0,,,
March 2019,44425000.0,-14247000.0,,
June 2019,45935000.0,13789000.0,,
September 2019,49991000.0,16466000.0,,
December 2019,53106000.0,6887000.0,4097408000.0,1229256000.0
March 2020,61963000.0,-328199000.0,5591246000.0,2481450000.0
June 2020,62283000.0,-96117000.0,6371763000.0,3288334000.0
September 2020,67870000.0,184917000.0,8480214000.0,4205471000.0
December 2020,75243000.0,509125000.0,9161709000.0,4119322000.0
March 2021,53083000.0,329128000.0,9736279000.0,4384835000.0
June 2021,61266000.0,194757000.0,9288576000.0,3888767000.0
September 2021,61403000.0,60690000.0,9427725000.0,3912628000.0
December 2021,44368000.0,12972000.0,12300288000.0,3073914000.0
March 2022,80787000.0,-235798000.0,11893536000.0,2784298000.0
June 2022,84284000.0,-869130000.0,10749141000.0,2738490000.0
