,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2008,302517.0,192534.0,,0.0,,,
March 2009,302517.0,192534.0,,-378227.0,,,
June 2009,302517.0,192534.0,,-378227.0,,,
September 2009,302517.0,192534.0,,-378227.0,,,
December 2009,302517.0,192534.0,,-378227.0,,,
March 2010,1479007.0,299683.0,,-1481654.0,,,
June 2010,1143552.0,415451.0,,-1146508.0,,,
September 2010,2432853.0,629573.0,,-2443353.0,,,
December 2010,1648993.0,538443.0,,-2981880.0,737524.0,737524.0,
March 2011,2237359.0,618442.0,,-8779464.0,,,
June 2011,1576630.0,991822.0,,-2818203.0,16637555.0,8573576.0,8063979.0
September 2011,2776099.0,1402038.0,,-2575628.0,15205542.0,7110789.0,8094753.0
December 2011,4562803.0,3602082.0,,-4185939.0,19482599.0,11405445.0,8077154.0
March 2012,3008908.0,1472707.0,,-2835876.0,16530195.0,8468640.0,8061555.0
June 2012,2278793.0,1551629.0,,-2495885.0,15156349.0,7110393.0,8045956.0
September 2012,2813313.0,2135385.0,,-2583968.0,28438369.0,20408012.0,8030357.0
December 2012,3769742.0,2334103.0,,-3677316.0,25847165.0,17847407.0,7999758.0
March 2013,4098622.0,2786822.0,1869349.0,-4208323.0,25513928.0,16877739.0,8636189.0
June 2013,6469542.0,5249196.0,1869349.0,-6593259.0,21477024.0,12871211.0,8605813.0
September 2013,5955934.0,4803856.0,1869349.0,-6193930.0,40787917.0,32221663.0,8566254.0
December 2013,7549775.0,5448997.0,1869349.0,-7340230.0,36018752.0,26441435.0,9577317.0
March 2014,10487757.0,8403667.0,2658772.0,-10242183.0,92628286.0,78975767.0,13652519.0
June 2014,8961630.0,5567559.0,3304123.0,-8691520.0,84981691.0,67053986.0,17927705.0
September 2014,9518641.0,6153152.0,3322544.0,-9491665.0,77152828.0,58201579.0,18951249.0
December 2014,10179794.0,6798622.0,2939395.0,-9911682.0,70268410.0,51259157.0,19009253.0
March 2015,5793708.0,4740136.25,2961058.0,-7283583.0,62620451.0,43820980.0,18799471.0
June 2015,5779435.0,4740136.25,4007195.0,-7355426.0,57920479.0,38393493.0,19526986.0
September 2015,8159595.0,4740136.25,3410920.0,-7156761.0,57079495.0,37241897.0,19837598.0
December 2015,10777271.0,4740136.25,4755554.0,-10005693.0,50418593.0,29228422.0,21190171.0
March 2016,6422423.0,2636500.0,2110896.0,-6764789.0,21854445.0,11691165.0,
June 2016,4367961.0,2636500.0,1563013.0,-5052240.0,16365059.0,7502995.0,
September 2016,3343751.0,2636500.0,1555527.0,-3992129.0,16824181.0,8303601.0,
December 2016,2948219.0,2636500.0,1306631.0,-3354471.0,13595786.0,5402167.0,
March 2017,3003005.0,,1362668.0,-1904210.0,10839007.0,2967408.0,
June 2017,4690270.0,,1340528.0,-2608553.0,13066186.0,5642040.0,
September 2017,3066283.0,,1073458.0,-4252909.0,9387032.0,2250564.0,
December 2017,4805399.0,,1367570.0,-43126273.0,15314603.0,8442886.0,
March 2018,3574833.0,2044476.0,,22039472.0,14663438.0,7904057.0,
June 2018,3129722.0,2114783.0,,4620201.0,11671144.0,4978499.0,
September 2018,1940298.0,1184194.0,,5801220.0,15573976.0,9184543.0,
December 2018,2539109.0,1485547.0,,1525273.0,14030110.0,7998672.0,
March 2019,2676000.0,1564178.0,,-5811634.0,12592787.0,5753474.0,
June 2019,3581488.0,2136834.0,,420766.0,20888676.0,14412023.0,
September 2019,5172679.0,3428000.0,,-7219215.0,15962714.0,9880969.0,
December 2019,7145833.0,5492988.0,,-1019917.0,14001000.0,8250000.0,
March 2020,6021000.0,4254000.0,,-5179000.0,8847000.0,3435000.0,
June 2020,2600000.0,1118000.0,,-2731000.0,11861000.0,6789000.0,
September 2020,3302000.0,1655000.0,,-3368000.0,15544000.0,10836000.0,
December 2020,3911000.0,2145000.0,,-4616000.0,22878000.0,18493000.0,
March 2021,3819000.0,2296000.0,,-3667000.0,21726000.0,17602000.0,
June 2021,3673000.0,2273000.0,,-3556000.0,26709000.0,22907000.0,
September 2021,3851000.0,2594000.0,,-3628000.0,22474000.0,18968000.0,
December 2021,9228000.0,4737000.0,,-6224000.0,38825000.0,35632000.0,
March 2022,6970000.0,3687000.0,,-5636000.0,32786000.0,29907000.0,
June 2022,4988000.0,1743000.0,,-2070000.0,27215000.0,24644000.0,
