,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,633500.0,475000.0,
June 2011,633500.0,475000.0,
September 2011,602000.0,181000.0,
December 2011,661000.0,420000.0,339740000.0
March 2012,582000.0,546000.0,
June 2012,728000.0,593000.0,
September 2012,697000.0,612000.0,366498000.0
December 2012,780000.0,889000.0,381044000.0
March 2013,967000.0,797000.0,390656000.0
June 2013,991000.0,1142000.0,409565000.0
September 2013,825000.0,994000.0,431728000.0
December 2013,1167000.0,1007000.0,442611000.0
March 2014,892000.0,987000.0,445585000.0
June 2014,1009000.0,1216000.0,468940000.0
September 2014,1155000.0,1235000.0,478705000.0
December 2014,989000.0,802000.0,495187000.0
March 2015,903000.0,1208000.0,491708000.0
June 2015,1053000.0,1247000.0,503447000.0
September 2015,1064000.0,1115000.0,502021000.0
December 2015,975000.0,1220000.0,540760000.0
March 2016,972000.0,1106000.0,543538000.0
June 2016,1084000.0,1254000.0,541759000.0
September 2016,1181000.0,1454000.0,566206000.0
December 2016,1124000.0,1564000.0,588383000.0
March 2017,1021000.0,1414000.0,575376000.0
June 2017,1029000.0,1303000.0,588251000.0
September 2017,1002000.0,1222000.0,622536000.0
December 2017,1296000.0,1186000.0,645244000.0
March 2018,1239000.0,1602000.0,659531000.0
June 2018,1198000.0,1966000.0,686223000.0
September 2018,1280000.0,1830000.0,715323000.0
December 2018,1653000.0,1641000.0,716735000.0
March 2019,1634000.0,1444000.0,697629000.0
June 2019,1450000.0,1817000.0,685956000.0
September 2019,1397000.0,1548000.0,715319000.0
December 2019,1424000.0,1870000.0,719853000.0
March 2020,1394000.0,981000.0,737636000.0
June 2020,1326000.0,2128000.0,871661000.0
September 2020,1390000.0,2335000.0,867378000.0
December 2020,1351000.0,3493000.0,861402000.0
March 2021,1206000.0,2451000.0,936651000.0
June 2021,1361000.0,2251000.0,923178000.0
September 2021,1466000.0,2592000.0,928111000.0
December 2021,1732000.0,1862000.0,919691000.0
March 2022,1314000.0,1723000.0,958854000.0
June 2022,1428000.0,1614000.0,937004000.0
