,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2008,,-1159250.0,,
June 2008,,-1159250.0,,
September 2008,,-1159250.0,,
December 2008,,-1159250.0,,
March 2009,871004500.0,9845000.0,,
June 2009,871004500.0,11755000.0,,
September 2009,871004500.0,17967000.0,,
December 2009,871004500.0,1547000.0,,
March 2010,1036204000.0,10074000.0,,
June 2010,1117189000.0,18869000.0,,
September 2010,1154493000.0,26423000.0,,
December 2010,1119171000.0,14537000.0,,
March 2011,1179912000.0,8743000.0,,
June 2011,1257617000.0,22873000.0,,
September 2011,1216255000.0,28536000.0,,
December 2011,1131767000.0,12381000.0,,
March 2012,1145117000.0,12886000.0,,
June 2012,1122758000.0,18883000.0,,
September 2012,1106186000.0,10548000.0,,
December 2012,1261755000.0,-142823000.0,,
March 2013,1076676000.0,-12418000.0,,
June 2013,1119343000.0,-4444000.0,,
September 2013,1147160000.0,-9075000.0,,
December 2013,1107869000.0,-56046000.0,,
March 2014,1047158000.0,-43723000.0,,
June 2014,1093186000.0,-16944000.0,,
September 2014,1099054000.0,-33686000.0,,
December 2014,1056196000.0,-103883000.0,,
March 2015,992149000.0,-33291000.0,,
June 2015,975169000.0,-70729000.0,,
September 2015,896512000.0,-32705000.0,,
