,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,5242000.0,4414000.0,-5279000.0,,
June 2020,6463000.0,5126000.0,-6467000.0,,
September 2020,8112000.0,6200000.0,-8116000.0,,
December 2020,13101000.0,8837000.0,-13085000.0,394804000.0,390656000.0
March 2021,18885000.0,12239000.0,-18867000.0,382199000.0,378346000.0
June 2021,24511000.0,17749000.0,-24496000.0,366976000.0,363027000.0
September 2021,22681000.0,15641000.0,-22655000.0,352561000.0,305355000.0
December 2021,23507000.0,15872000.0,-23460000.0,333467000.0,261492000.0
March 2022,24698000.0,16897000.0,-24631000.0,312469000.0,261332000.0
June 2022,19798000.0,12245000.0,-19429000.0,293999000.0,263129000.0
