,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2008,,,,,
September 2008,,,,,
December 2008,,,,,
March 2009,,,,,
June 2009,,,,,
September 2009,,,,,
December 2009,,,,,
March 2010,,,,,
June 2010,,,,,
September 2010,,,,,
December 2010,,,,,
March 2011,,,,,
June 2011,,,,,
September 2011,,,,,
December 2011,,,,,
March 2012,,,,,
June 2012,,,,,
September 2012,1328.75,-1328.75,,,
December 2012,1328.75,-1328.75,,,
March 2013,1328.75,-1328.75,,,
June 2013,1328.75,-1328.75,2706.0,2706.0,
September 2013,429605.0,-429605.0,,,
December 2013,7464.0,0.0,,,
March 2014,5122.0,-13561.0,,,
June 2014,119910.0,-121211.0,1470361.0,1470361.0,0.0
September 2014,52361.0,-53755.0,1470001.0,1470001.0,
December 2014,84034.0,-110417.0,1470027.0,1470027.0,
March 2015,-169348.0,159481.0,950000.0,950000.0,
June 2015,621461.0,-1339259.0,6700879.0,1432752.0,198823.0
September 2015,586583.0,-7252966.0,5752974.0,490596.0,4334774.0
December 2015,614052.0,5559486.0,6162100.0,435725.0,4833151.0
March 2016,538779.0,-4448181.0,2682566.0,480673.0,1350869.0
