,NetIncomeLoss,Assets,AssetsCurrent
September 2011,-263.5,,
December 2011,-263.5,,
March 2012,-101.0,,
June 2012,-2414.0,,
September 2012,-665.0,,
December 2012,-55076.0,76154930.0,1153109.0
March 2013,-139735.0,76017859.0,1001122.0
June 2013,-869718.0,75832120.0,802492.0
September 2013,-869718.0,75567213.0,527496.0
December 2013,852536.0,75255088.0,206367.0
March 2014,26002.0,75399845.0,397867.0
June 2014,-439914.0,75160499.0,153135.0
September 2014,-579955.0,65829205.0,475557.0
December 2014,-637926.0,65541627.0,186331.0
March 2015,1243566.0,29842206.0,72567.0
