,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,,1380734.75,,,,
June 2009,,1380734.75,,,,
September 2009,,1380734.75,,,,
December 2009,,1380734.75,,,,
March 2010,,1685037.0,,,,
June 2010,,1744273.0,,,,
September 2010,,1579159.0,,,,
December 2010,,1886031.0,,87615397.0,37637407.0,262364.0
March 2011,,2500558.0,,,,
June 2011,,2272895.0,,89424240.0,39116857.0,265092.0
September 2011,,2437866.0,,98225677.0,43076918.0,274495.0
December 2011,,2415360.0,,99881227.0,41804996.0,279400.0
March 2012,,2300002.0,,140396188.0,69457032.0,283244.0
June 2012,,2050325.0,,139689075.0,55047436.0,288703.0
September 2012,,2134408.0,,135564305.0,54351168.0,291115.0
December 2012,71279750.0,2270535.0,2620000.0,142027838.0,52343724.0,298347.0
March 2013,71279750.0,2380541.0,2620000.0,139959297.0,57277853.0,298309.0
June 2013,71279750.0,2453946.0,2620000.0,119489185.0,44970756.0,296801.0
September 2013,71279750.0,2391946.0,2620000.0,109578173.0,39807967.0,294683.0
December 2013,73148000.0,2366635.0,-2897000.0,98301538.0,34903342.0,291000.0
March 2014,73944000.0,2614665.0,1652000.0,114778615.0,56931505.0,285216.0
June 2014,63394000.0,2157893.0,-7493000.0,114280063.0,59880108.0,288228.0
September 2014,69101000.0,2288412.0,-3882000.0,95955749.0,41460550.0,283472.0
December 2014,57786000.0,4599167.0,-4991000.0,246840000.0,89048000.0,275430.0
March 2015,83536000.0,,-6592000.0,295961000.0,117029000.0,
June 2015,61400000.0,,-11877000.0,265557000.0,95930000.0,
September 2015,67160000.0,,-2870000.0,260291000.0,103608000.0,
December 2015,63271000.0,,-4940000.0,247787000.0,99859000.0,
March 2016,57686000.0,,-8600000.0,234450000.0,94953000.0,
June 2016,41352000.0,,-11589000.0,215555000.0,86820000.0,
September 2016,42379000.0,,-12416000.0,197582000.0,79262000.0,
December 2016,43711000.0,,-7187000.0,187666000.0,75727000.0,
March 2017,54505000.0,,-9152000.0,180038000.0,73623000.0,
June 2017,47144000.0,,-14809000.0,169300000.0,71213000.0,
September 2017,49407000.0,,-2922000.0,171641000.0,74867000.0,
December 2017,43532000.0,,-4544000.0,167919000.0,79787000.0,
March 2018,51520000.0,,-1709000.0,170079000.0,85852000.0,
June 2018,42449000.0,,-5711000.0,161711000.0,84112000.0,
September 2018,45682000.0,,-5171000.0,161037000.0,82367000.0,
December 2018,39532000.0,,-11816000.0,150685000.0,77025000.0,
March 2019,51481000.0,,-137000.0,155172000.0,78847000.0,
June 2019,35698000.0,,-11246000.0,142216000.0,70379000.0,
September 2019,35065000.0,,1998000.0,140249000.0,73464000.0,
December 2019,,,-5828000.0,127608000.0,65618000.0,
March 2020,,,993000.0,130828000.0,72526000.0,
June 2020,,,1500000.0,122293000.0,69562000.0,
September 2020,,,-7840000.0,109485000.0,60925000.0,
December 2020,,,-7849000.0,103377000.0,58590000.0,
March 2021,,,-5228000.0,96222000.0,55174000.0,
June 2021,,,-9017000.0,86379000.0,49026000.0,
September 2021,,,-7865000.0,78480000.0,44442000.0,
December 2021,,,-6981000.0,74038000.0,42859000.0,
March 2022,,,-2391000.0,71225000.0,42334000.0,
June 2022,,,-7678000.0,62031000.0,35886000.0,
