,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2006,22703.166666666668,22703.166666666668,-1315.5,,,
September 2006,22703.166666666668,22703.166666666668,-1315.5,,,
December 2006,22703.166666666668,22703.166666666668,-4240.0,,,
March 2007,22703.166666666668,22703.166666666668,-4240.0,,,
June 2007,22703.166666666668,22703.166666666668,-4240.0,,,
September 2007,22703.166666666668,22703.166666666668,-4240.0,,,
December 2007,22703.166666666668,22703.166666666668,-4549.75,,,
March 2008,22703.166666666668,22703.166666666668,-4549.75,,,
June 2008,22703.166666666668,22703.166666666668,-4549.75,,,
September 2008,22703.166666666668,22703.166666666668,-4549.75,,,
December 2008,22703.166666666668,22703.166666666668,-4769.0,,,
March 2009,22703.166666666668,22703.166666666668,-4769.0,,,
June 2009,22703.166666666668,22703.166666666668,-4769.0,,,
September 2009,22703.166666666668,22703.166666666668,-4769.0,,,
December 2009,22703.166666666668,22703.166666666668,-87947.5,,,
March 2010,22703.166666666668,22703.166666666668,-87947.5,,,
June 2010,22703.166666666668,22703.166666666668,-87947.5,,,
September 2010,22703.166666666668,22703.166666666668,-87947.5,,,
December 2010,182252.0,182252.0,-756154.25,,,
March 2011,334590.0,334590.0,-756154.25,,,
June 2011,293440.0,293440.0,-756154.25,,,
September 2011,1281264.0,246237.0,-756154.25,386151.0,79254.0,
December 2011,202105.0,202105.0,14403.666666666666,386151.0,79254.0,
March 2012,158544.0,158544.0,14403.666666666666,281814.0,1868.0,
June 2012,8533.0,8533.0,14403.666666666666,273281.0,1867.0,
September 2012,8533.0,8533.0,651068.0,264748.0,1867.0,
December 2012,235092.0,235092.0,264350.0,253156.0,1867.0,
March 2013,12015.0,12015.0,-2027929.0,241593.0,1867.0,
June 2013,129334.0,129334.0,2876878.0,230855.0,3194.0,
September 2013,384611.0,384611.0,-3534444.0,218744.0,3194.0,215550.0
December 2013,229986.0,229986.0,780607.0,206634.0,3194.0,
March 2014,5349454.0,5349454.0,5939369.0,223680.0,32351.0,
June 2014,313707.0,196707.0,-14688635.0,3667984.0,73578.0,3594406.0
September 2014,271737.0,271737.0,165019.0,3633453.0,31745.0,3601708.0
December 2014,117231.0,117231.0,-697258.0,3583686.0,4856.0,3578830.0
March 2015,134175.0,134175.0,-1645563.0,3577195.0,11841.0,3565354.0
June 2015,103371.0,103371.0,-295728.0,2198007.0,3144.0,2194862.0
