,NetIncomeLoss,Assets
June 2009,1574250.0,
September 2009,1574250.0,
December 2009,1574250.0,
March 2010,1574250.0,
June 2010,2170000.0,
September 2010,2183000.0,
December 2010,2002000.0,
March 2011,2457000.0,1122633000.0
June 2011,1791000.0,1134787000.0
September 2011,2069000.0,1123674000.0
December 2011,2082000.0,1117079000.0
March 2012,1935000.0,1101440000.0
June 2012,1820000.0,1061045000.0
September 2012,1748000.0,1036255000.0
December 2012,1514000.0,1020209000.0
March 2013,1528000.0,1016084000.0
June 2013,1748000.0,1042941000.0
September 2013,1405000.0,1082866000.0
December 2013,1755000.0,1099073000.0
