,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,72150000.0,,,
June 2009,72150000.0,,,
September 2009,72150000.0,,,
December 2009,72150000.0,,,
March 2010,79400000.0,,,
June 2010,61400000.0,,,
September 2010,89600000.0,,,
December 2010,85000000.0,10170700000.0,1044200000.0,
March 2011,107500000.0,,,
June 2011,58100000.0,11020200000.0,1023200000.0,
September 2011,101100000.0,11186600000.0,987500000.0,
December 2011,72900000.0,11661300000.0,1170000000.0,
March 2012,115900000.0,11671400000.0,1050600000.0,
June 2012,83300000.0,11815000000.0,1074200000.0,
September 2012,122500000.0,11807600000.0,969100000.0,
December 2012,45600000.0,12022600000.0,994000000.0,
March 2013,104700000.0,12088000000.0,1007900000.0,
June 2013,73100000.0,12117800000.0,994100000.0,
September 2013,99200000.0,12154800000.0,963000000.0,
December 2013,84200000.0,12285600000.0,1113800000.0,
March 2014,127300000.0,12200900000.0,1032800000.0,
June 2014,90300000.0,12160300000.0,887300000.0,
September 2014,90100000.0,12247500000.0,862100000.0,
December 2014,70200000.0,12597200000.0,1046200000.0,
March 2015,121700000.0,12660200000.0,967900000.0,
June 2015,74900000.0,12721800000.0,951800000.0,
September 2015,100400000.0,12830200000.0,979900000.0,
December 2015,79900000.0,13139600000.0,1022600000.0,12117000000.0
March 2016,107600000.0,13042600000.0,903700000.0,
June 2016,85966666.66666667,13149900000.0,976300000.0,
September 2016,85966666.66666667,13249200000.0,1021600000.0,
December 2016,85966666.66666667,13371500000.0,1010400000.0,12361100000.0
March 2017,84200000.0,12825700000.0,892200000.0,11933500000.0
June 2017,84200000.0,13006500000.0,949500000.0,12057000000.0
September 2017,84200000.0,13035200000.0,917400000.0,12117800000.0
December 2017,84200000.0,13121600000.0,1039600000.0,12082000000.0
March 2018,89875000.0,13295400000.0,981900000.0,12313500000.0
June 2018,89875000.0,13310500000.0,941300000.0,12369200000.0
September 2018,89875000.0,13355000000.0,915200000.0,12439800000.0
December 2018,89875000.0,13538300000.0,1016300000.0,12522000000.0
