,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2011,76650000.0,65225000.0,,
June 2011,76650000.0,65225000.0,,
September 2011,76650000.0,65225000.0,,
December 2011,76650000.0,65225000.0,,
March 2012,100625000.0,54800000.0,,
June 2012,100625000.0,-62200000.0,,
September 2012,100625000.0,76700000.0,,
December 2012,100625000.0,28000000.0,14114800000.0,3838300000.0
March 2013,132100000.0,-102800000.0,,
June 2013,136300000.0,-564800000.0,,
September 2013,163700000.0,65600000.0,54101.0,54101.0
December 2013,-240800000.0,-148400000.0,22725900000.0,4434700000.0
March 2014,171500000.0,96500000.0,22403900000.0,4540700000.0
June 2014,158000000.0,48700000.0,25789400000.0,8272900000.0
September 2014,276600000.0,-1042800000.0,53467400000.0,6252300000.0
December 2014,-400000.0,-732900000.0,52758000000.0,7110600000.0
March 2015,431000000.0,-512000000.0,139460700000.0,11017200000.0
June 2015,349700000.0,-243100000.0,138411100000.0,10486900000.0
September 2015,1260500000.0,5301200000.0,142816300000.0,16658700000.0
December 2015,317300000.0,-630900000.0,135583300000.0,8579100000.0
March 2016,403100000.0,255700000.0,136073700000.0,10091500000.0
June 2016,636500000.0,-501700000.0,132619100000.0,8755200000.0
September 2016,622800000.0,15220000000.0,143607700000.0,31723900000.0
December 2016,913300000.0,-600000.0,128986300000.0,17857900000.0
March 2017,759900000.0,-2565200000.0,126836900000.0,13700700000.0
June 2017,489400000.0,-725900000.0,124734800000.0,10433200000.0
September 2017,442600000.0,-3955700000.0,118992800000.0,10112800000.0
December 2017,408200000.0,3121300000.0,118341900000.0,11376700000.0
March 2018,474700000.0,-286100000.0,112021300000.0,6393300000.0
June 2018,689200000.0,-472500000.0,108858800000.0,6103700000.0
September 2018,424200000.0,-37900000.0,106542500000.0,5740200000.0
December 2018,678100000.0,-4299900000.0,101787600000.0,6475400000.0
March 2019,435000000.0,-2408000000.0,98036300000.0,6289300000.0
June 2019,450000000.0,-1759000000.0,95480700000.0,8572800000.0
September 2019,474500000.0,-786800000.0,94408900000.0,9593600000.0
December 2019,452500000.0,-317200000.0,94699100000.0,11126700000.0
March 2020,430000000.0,378000000.0,88426200000.0,7474100000.0
