,NetIncomeLoss,Assets
March 2010,202303.0,
June 2010,319237.0,
September 2010,71750.0,
December 2010,-355290.0,215733000.0
March 2011,161000.0,
June 2011,262723.0,218924236.0
September 2011,234733.0,221795098.0
December 2011,84000.0,217045000.0
March 2012,601000.0,216131071.0
June 2012,-270000.0,
September 2012,272776.0,214934700.0
December 2012,-818000.0,213834146.0
March 2013,68000.0,212859203.0
June 2013,-3515.0,214787581.0
September 2013,182458.0,213875269.0
December 2013,-192000.0,209656784.0
March 2014,221000.0,215266649.0
June 2014,94000.0,219790306.0
September 2014,1614346.0,311923267.0
December 2014,320000.0,325867000.0
March 2015,356000.0,338932000.0
June 2015,380000.0,325976000.0
September 2015,1887000.0,338823000.0
