,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,282000000.0,,112775000.0,175375000.0,,,
June 2007,282000000.0,,112775000.0,175375000.0,,,
September 2007,282000000.0,,112775000.0,175375000.0,,,
December 2007,282000000.0,,112775000.0,175375000.0,,,
March 2008,242650000.0,3300000.0,106850000.0,127950000.0,,,
June 2008,242650000.0,3300000.0,106850000.0,127950000.0,,,
September 2008,243600000.0,3300000.0,108100000.0,113000000.0,,,
December 2008,278300000.0,3300000.0,119500000.0,88700000.0,1773400000.0,809100000.0,699700000.0
March 2009,260000000.0,3575000.0,110200000.0,90200000.0,,,
June 2009,263500000.0,3575000.0,116700000.0,109300000.0,,,
September 2009,279300000.0,3575000.0,124300000.0,100600000.0,1874200000.0,896500000.0,
December 2009,306900000.0,3575000.0,144500000.0,101900000.0,2003300000.0,1012900000.0,747100000.0
March 2010,279800000.0,5075000.0,128800000.0,113400000.0,2003300000.0,1008000000.0,
June 2010,287300000.0,5075000.0,137500000.0,121000000.0,1957700000.0,960000000.0,
September 2010,324400000.0,5075000.0,152200000.0,136000000.0,2348200000.0,1301400000.0,
December 2010,367700000.0,5075000.0,169500000.0,137400000.0,2540300000.0,1343000000.0,953600000.0
March 2011,327000000.0,7450000.0,148500000.0,155500000.0,2524400000.0,1339600000.0,
June 2011,335100000.0,7450000.0,142900000.0,189000000.0,2744600000.0,1543100000.0,
September 2011,335200000.0,7450000.0,145000000.0,130700000.0,2521300000.0,1360000000.0,
December 2011,395000000.0,7450000.0,193200000.0,96200000.0,2876100000.0,1424400000.0,1223300000.0
March 2012,377800000.0,4025000.0,168800000.0,173500000.0,2994400000.0,1526600000.0,
June 2012,362300000.0,4025000.0,159600000.0,172500000.0,2963900000.0,1519400000.0,
September 2012,418800000.0,4025000.0,187400000.0,183900000.0,3662300000.0,2205800000.0,
December 2012,494000000.0,4025000.0,236400000.0,160100000.0,3960900000.0,2525700000.0,1170700000.0
March 2013,451400000.0,5700000.0,227000000.0,188400000.0,3911200000.0,2520300000.0,
June 2013,405200000.0,5700000.0,185000000.0,225500000.0,3794300000.0,2442700000.0,
September 2013,414000000.0,5700000.0,187100000.0,183900000.0,4154500000.0,2782200000.0,
December 2013,467300000.0,5700000.0,223000000.0,206700000.0,4395100000.0,2968800000.0,1165500000.0
March 2014,434200000.0,9475000.0,195100000.0,218000000.0,4353400000.0,2945800000.0,
June 2014,461800000.0,9475000.0,217400000.0,319200000.0,4786600000.0,2944300000.0,
September 2014,466400000.0,9475000.0,206500000.0,215200000.0,4993700000.0,3061900000.0,
December 2014,532800000.0,9475000.0,250300000.0,236300000.0,4669000000.0,2686400000.0,1668900000.0
March 2015,494300000.0,7275000.0,221300000.0,230100000.0,4976000000.0,3039300000.0,
June 2015,498800000.0,7275000.0,227000000.0,261700000.0,4999500000.0,3064000000.0,
September 2015,485200000.0,7275000.0,220800000.0,231600000.0,4772900000.0,2862100000.0,
December 2015,532800000.0,7275000.0,252200000.0,217900000.0,5123400000.0,3243100000.0,1581800000.0
March 2016,512000000.0,10025000.0,232900000.0,184400000.0,5114900000.0,3085300000.0,
June 2016,518700000.0,10025000.0,228600000.0,255500000.0,5044900000.0,3030100000.0,
September 2016,519600000.0,10025000.0,225300000.0,255300000.0,5019300000.0,3016900000.0,
December 2016,1415200000.0,10025000.0,249600000.0,-428600000.0,5327300000.0,3253100000.0,1645900000.0
March 2017,531800000.0,10500000.0,221900000.0,345600000.0,5435900000.0,3485500000.0,
June 2017,543000000.0,10500000.0,217700000.0,312200000.0,6536300000.0,4559100000.0,
September 2017,614400000.0,10500000.0,245700000.0,317300000.0,8304900000.0,2278900000.0,
December 2017,694100000.0,10500000.0,306100000.0,25500000.0,8594200000.0,2580600000.0,5709900000.0
March 2018,635900000.0,12775000.0,271100000.0,373000000.0,9014000000.0,2818800000.0,
June 2018,641100000.0,12775000.0,270500000.0,376200000.0,8751600000.0,2839700000.0,
September 2018,614000000.0,12775000.0,260300000.0,310200000.0,8439100000.0,2516200000.0,
December 2018,683500000.0,12775000.0,278200000.0,251000000.0,9526000000.0,3387000000.0,5667800000.0
March 2019,680400000.0,,281500000.0,372900000.0,9518100000.0,2898400000.0,
June 2019,731000000.0,,274700000.0,310300000.0,9591600000.0,3154600000.0,
September 2019,691000000.0,,292000000.0,380000000.0,9477800000.0,3042300000.0,
December 2019,728600000.0,,318800000.0,359000000.0,10265000000.0,3679000000.0,
March 2020,698000000.0,,301000000.0,488000000.0,11306000000.0,3994000000.0,
June 2020,725000000.0,,307000000.0,509000000.0,11298000000.0,3963000000.0,
September 2020,714000000.0,,271000000.0,467000000.0,11672000000.0,4281000000.0,
