,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2009,4931500.0,5146000.0,,
December 2009,4931500.0,5146000.0,,
March 2010,4931500.0,5146000.0,,
June 2010,4931500.0,5146000.0,,
September 2010,5551000.0,7501000.0,,
December 2010,5933000.0,6928000.0,,
March 2011,6836000.0,6339000.0,,
June 2011,5843000.0,6446000.0,524924000.0,231468000.0
September 2011,6074000.0,5494000.0,532734000.0,215306000.0
December 2011,5102000.0,4433000.0,529016000.0,209414000.0
March 2012,5069000.0,2873000.0,513578000.0,181713000.0
June 2012,4806000.0,201000.0,507160000.0,173536000.0
September 2012,4893000.0,-137000.0,490304000.0,163950000.0
December 2012,4504000.0,-63491000.0,427372000.0,169015000.0
March 2013,4891000.0,-2162000.0,428299000.0,176154000.0
June 2013,4760000.0,-1582000.0,429547000.0,177731000.0
September 2013,5159000.0,-939000.0,425769000.0,177702000.0
December 2013,4776000.0,-44029000.0,373221000.0,163679000.0
March 2014,4859000.0,-2673000.0,374240000.0,170794000.0
June 2014,4754000.0,-98763000.0,276843000.0,176656000.0
September 2014,4956000.0,-6287000.0,265196000.0,169740000.0
December 2014,4244000.0,-5477000.0,260247000.0,168897000.0
March 2015,4653000.0,-3216000.0,259212000.0,171273000.0
June 2015,4095000.0,-5028000.0,205153000.0,118377000.0
September 2015,4386000.0,-6079000.0,197215000.0,112748000.0
December 2015,3761000.0,-6053000.0,189131000.0,98138000.0
March 2016,4136000.0,-2881000.0,199583000.0,111454000.0
June 2016,4148000.0,-4407000.0,193102000.0,107983000.0
September 2016,3954000.0,-3569000.0,188463000.0,105558000.0
December 2016,3314000.0,-7850000.0,165972000.0,85437000.0
March 2017,3147000.0,579000.0,170150000.0,91981000.0
June 2017,3061000.0,-1368000.0,174308000.0,99855000.0
September 2017,3214000.0,1445000.0,179085000.0,106489000.0
December 2017,3475000.0,1947000.0,183272000.0,97921000.0
March 2018,3686000.0,7117000.0,206999000.0,123229000.0
June 2018,3430000.0,5421000.0,220296000.0,137624000.0
September 2018,3305000.0,5297000.0,223058000.0,141484000.0
December 2018,2995000.0,52826000.0,287749000.0,130496000.0
March 2019,2864000.0,941000.0,298308000.0,140254000.0
June 2019,3165000.0,3416000.0,324611000.0,143378000.0
September 2019,3556000.0,1132000.0,342258000.0,151300000.0
December 2019,3399000.0,1549000.0,339404000.0,150970000.0
March 2020,3250000.0,13919000.0,360512000.0,179260000.0
June 2020,4001000.0,1502000.0,358407000.0,185572000.0
September 2020,4891000.0,14681000.0,417112000.0,184842000.0
December 2020,4980000.0,466000.0,415057000.0,181379000.0
March 2021,4905000.0,5037000.0,442495000.0,194071000.0
June 2021,4568000.0,3371000.0,449515000.0,206176000.0
September 2021,4625000.0,3093000.0,441933000.0,202815000.0
December 2021,4861000.0,-5628000.0,427591000.0,185010000.0
March 2022,5509000.0,2230000.0,433763000.0,193573000.0
June 2022,6911000.0,-4943000.0,419909000.0,182792000.0
