,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2016,,18840.5,-18840.5,,,
December 2016,,18840.5,-18840.5,,,
March 2017,,18840.5,-18840.5,,,
June 2017,,18840.5,-18840.5,2312748.0,2312748.0,
September 2017,-93350.0,93350.0,-54609.0,2648189.0,2648189.0,
December 2017,26450.0,124419.0,-123978.0,2708503.0,2708503.0,
March 2018,26450.0,28864.0,-24676.0,5040082.0,4172310.0,867772.0
June 2018,26450.0,33049.0,72989.0,5128531.0,3796196.0,1332335.0
September 2018,,38589.0,-135866.0,5503941.0,4223715.0,1280226.0
December 2018,,24479.0,-6580.0,5198181.0,3962986.0,1235195.0
March 2019,32386.0,28226.0,71215.0,5115853.0,3890234.0,1225619.0
June 2019,59238.0,149228.0,-448411.0,4730027.0,3869742.0,860285.0
September 2019,103182.0,144282.0,-98064.0,4606199.0,3745914.0,860285.0
December 2019,209088.0,167988.0,-240867.0,4335274.0,3536653.0,
March 2020,159516.0,159516.0,-231750.0,4124765.0,4075063.0,
June 2020,1006116.0,,87240.0,7092375.0,5908808.0,
September 2020,815523.0,,415037.0,7018054.0,5913757.0,
December 2020,853746.0,,84239.0,7210607.0,5684271.0,
March 2021,566699.0,,-333650.0,6666027.0,5122995.0,
June 2021,677160.0,,-642225.0,5892107.0,4608213.0,
September 2021,529617.0,,-571265.0,5266952.0,4173746.0,
December 2021,804721.0,,-977104.0,4724535.0,3912122.0,812413.0
March 2022,607761.0,,-299097.0,4128184.0,3386554.0,
June 2022,593507.0,,-414900.0,3489653.0,2677639.0,812014.0
