,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,3996000.0,,-1077500.0,,,
June 2011,3996000.0,,-1077500.0,,,
September 2011,3996000.0,,-1077500.0,,,
December 2011,3996000.0,,-1077500.0,,,
March 2012,4315000.0,,-376000.0,,,
June 2012,4690000.0,,-145000.0,,,
September 2012,4305000.0,,1304000.0,,,
December 2012,5415000.0,,-572000.0,184203000.0,54138000.0,
March 2013,4654000.0,,967000.0,196341000.0,67644000.0,
June 2013,5858000.0,,1245000.0,198304000.0,69152000.0,
September 2013,5610000.0,,407000.0,204663000.0,75193000.0,
December 2013,5955000.0,,4489000.0,206140000.0,77231000.0,
March 2014,5264000.0,,944000.0,203890000.0,76258000.0,
June 2014,6126000.0,,2290000.0,207819000.0,83049000.0,
September 2014,5524000.0,,699000.0,217292000.0,91971000.0,
December 2014,6562000.0,,1067000.0,215500000.0,88440000.0,127060000.0
March 2015,5748000.0,,1074000.0,213421000.0,86810000.0,
June 2015,6016000.0,,1542000.0,216869000.0,88979000.0,
September 2015,6123000.0,,476000.0,225281000.0,95709000.0,129572000.0
December 2015,6853000.0,,2034000.0,235946000.0,107364000.0,128582000.0
March 2016,7128000.0,,100000.0,231725000.0,97725000.0,134000000.0
June 2016,6502000.0,,514000.0,231689000.0,97605000.0,134084000.0
September 2016,6609000.0,,657000.0,241472000.0,106602000.0,134870000.0
December 2016,6248000.0,,1876000.0,241497000.0,102195000.0,139302000.0
March 2017,6537000.0,,749000.0,235703000.0,95790000.0,139913000.0
June 2017,6540000.0,,898000.0,247281000.0,105640000.0,141641000.0
September 2017,6412000.0,,-206000.0,255099000.0,110907000.0,144192000.0
December 2017,6674000.0,,4741000.0,254009000.0,110515000.0,143494000.0
March 2018,6755000.0,,-845000.0,247528000.0,106277000.0,141251000.0
June 2018,6625000.0,,1171000.0,248867000.0,108538000.0,140329000.0
September 2018,6957000.0,,766000.0,255323000.0,115027000.0,140296000.0
December 2018,6682000.0,,886000.0,255085000.0,115734000.0,139351000.0
March 2019,7111000.0,7111000.0,-705000.0,245874000.0,107614000.0,138260000.0
June 2019,8034000.0,8034000.0,-878000.0,246389000.0,111328000.0,135061000.0
September 2019,7549000.0,7549000.0,-3119000.0,247334000.0,115131000.0,132203000.0
December 2019,7054000.0,7054000.0,-172000.0,238198000.0,106874000.0,131324000.0
March 2020,7033000.0,7033000.0,-1444000.0,237462000.0,107926000.0,129536000.0
June 2020,,6093000.0,-1416000.0,239328000.0,111196000.0,128132000.0
September 2020,,5918000.0,-1296000.0,243203000.0,116017000.0,127186000.0
December 2020,,6575000.0,-2252000.0,230368000.0,106185000.0,124183000.0
March 2021,,6503000.0,-847000.0,226651000.0,103852000.0,122799000.0
June 2021,,7006000.0,5748000.0,222452000.0,100141000.0,122311000.0
September 2021,,6956000.0,284000.0,229396000.0,108074000.0,121322000.0
December 2021,,8315000.0,-2020000.0,226824000.0,105801000.0,121023000.0
March 2022,,7037000.0,-157000.0,221908000.0,101999000.0,119909000.0
June 2022,,7806000.0,318000.0,221432000.0,102113000.0,119319000.0
