,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,48803500.0,5368500.0,43435000.0,-31111250.0,,
June 2008,48803500.0,5368500.0,43435000.0,-31111250.0,,
September 2008,48803500.0,5368500.0,43435000.0,-31111250.0,,
December 2008,48803500.0,5368500.0,43435000.0,-31111250.0,,
March 2009,50284000.0,7880000.0,42404000.0,-9852000.0,,
June 2009,49712000.0,6937000.0,42775000.0,14324000.0,,
September 2009,53582000.0,8250000.0,45332000.0,19506000.0,,
December 2009,68308000.0,8575000.0,59733000.0,8543000.0,2696895000.0,1282431000.0
March 2010,74687000.0,10407000.0,64280000.0,12573000.0,,
June 2010,89582000.0,11206000.0,78376000.0,-6216000.0,3426640000.0,1536083000.0
September 2010,104397000.0,13382000.0,91015000.0,20116000.0,2908743000.0,1410327000.0
December 2010,102360000.0,14095000.0,88265000.0,152251000.0,3379331000.0,1793849000.0
March 2011,89825000.0,13646000.0,76179000.0,-2121000.0,3464621000.0,1803765000.0
June 2011,119419000.0,15255000.0,90856000.0,-147872000.0,3328932000.0,1636671000.0
September 2011,439388000.0,12664000.0,76329000.0,-370784000.0,3153179000.0,1765216000.0
December 2011,100023000.0,16210000.0,76355000.0,-92960000.0,3275197000.0,2102668000.0
March 2012,95966000.0,16726000.0,76194000.0,-74530000.0,3214087000.0,1910456000.0
June 2012,124183000.0,14104000.0,62480000.0,-84181000.0,3185482000.0,1920301000.0
September 2012,154795000.0,14956000.0,69714000.0,-48538000.0,3193062000.0,1941246000.0
December 2012,159162000.0,17670000.0,101858000.0,-144771000.0,3340948000.0,1938232000.0
March 2013,82925000.0,13170000.0,70092000.0,-54696000.0,3162717000.0,1725715000.0
June 2013,75998000.0,13035000.0,62035000.0,19565000.0,3673555000.0,2107445000.0
September 2013,79246000.0,14903000.0,63229000.0,108386000.0,3759092000.0,2093891000.0
December 2013,93994000.0,16972000.0,76125000.0,22338000.0,3898690000.0,2188478000.0
March 2014,90213000.0,16746000.0,73928000.0,65044000.0,3826341000.0,2034827000.0
June 2014,87363000.0,16581000.0,71499000.0,14102000.0,4321972000.0,2525400000.0
September 2014,85873000.0,17291000.0,68394000.0,32033000.0,4408538000.0,2609849000.0
December 2014,110438000.0,22725000.0,74500000.0,134715000.0,4357182000.0,2402847000.0
March 2015,101963000.0,21168000.0,77214000.0,-9581000.0,4103141000.0,2061397000.0
June 2015,103829000.0,20560000.0,81520000.0,6509000.0,4348523000.0,2172113000.0
September 2015,106808000.0,24973000.0,81109000.0,-56326000.0,4394325000.0,2038652000.0
December 2015,138340000.0,32362000.0,105643000.0,-127621000.0,4856993000.0,2514520000.0
March 2016,130593000.0,32706000.0,97791000.0,-85409000.0,4834855000.0,2373900000.0
June 2016,116211000.0,31411000.0,84683000.0,-69992000.0,5201164000.0,2608632000.0
September 2016,139425000.0,28153000.0,80070000.0,-40545000.0,5096670000.0,2346186000.0
December 2016,263344000.0,24619000.0,70213000.0,-275118000.0,4567167000.0,1914699000.0
March 2017,97708000.0,20515000.0,67403000.0,-219726000.0,4326393000.0,1649694000.0
June 2017,93426000.0,19754000.0,68703000.0,-93760000.0,4356720000.0,1663654000.0
September 2017,92611000.0,20693000.0,68401000.0,-54247000.0,4308641000.0,1505094000.0
December 2017,719453000.0,19823000.0,72526000.0,-572651000.0,3629314000.0,1351513000.0
March 2018,144290000.0,18891000.0,65130000.0,-115974000.0,3782723000.0,1204963000.0
June 2018,167702000.0,31210000.0,64719000.0,-447117000.0,3069810000.0,1219747000.0
September 2018,90080000.0,15898000.0,76069000.0,-89826000.0,3126117000.0,1225155000.0
December 2018,149878000.0,15706000.0,54193000.0,-158174000.0,2352649000.0,1073771000.0
March 2019,80297000.0,14993000.0,62857000.0,-89724000.0,2307731000.0,1490132000.0
June 2019,-46395000.0,18159000.0,61978000.0,121459000.0,1938927000.0,1011440000.0
September 2019,65273000.0,8837000.0,41428000.0,-15017000.0,1889672000.0,1106425000.0
December 2019,124845000.0,25526000.0,94180000.0,5440000.0,2171921000.0,1380931000.0
March 2020,82898000.0,15638000.0,65958000.0,-1431000.0,1997524000.0,1203398000.0
June 2020,32950000.0,5994000.0,36014000.0,19378000.0,1938523000.0,1112778000.0
September 2020,39206000.0,5344000.0,35462000.0,44626000.0,1449309000.0,861328000.0
December 2020,18085000.0,-4595000.0,27269000.0,412475000.0,1646482000.0,790315000.0
March 2021,47344000.0,4624000.0,42267000.0,-48385000.0,1594771000.0,1101647000.0
June 2021,60301000.0,4711000.0,56730000.0,75207000.0,1546632000.0,1061347000.0
September 2021,53450000.0,2979000.0,51169000.0,-84376000.0,1428734000.0,1139413000.0
December 2021,87974000.0,4756000.0,82087000.0,20196000.0,1554806000.0,1073466000.0
March 2022,82899000.0,5010000.0,76996000.0,-27871000.0,1570775000.0,1159893000.0
June 2022,99460000.0,7405000.0,93043000.0,-63112000.0,1536472000.0,1071587000.0
