,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2016,-1793.75,-1793.75,,,
June 2016,-1793.75,-1793.75,,,
September 2016,-1793.75,-1793.75,,,
December 2016,-1793.75,-1793.75,,,
March 2017,,-7175.0,,,
June 2017,-5931.0,9569.0,,,
September 2017,-14150.0,5780.0,,,
December 2017,-14866.0,-20452.0,,,
March 2018,-13702.0,3508.0,,,
June 2018,-15826.0,-15826.0,,,
September 2018,8060.0,-40049.0,,,
December 2018,-36696.0,-36696.0,,,
March 2019,116273.0,-13596.0,,,
June 2019,19884.0,-19884.0,,,
September 2019,19519.0,-19519.0,,,
December 2019,6594.0,-6594.0,,,
March 2020,26337.0,-26337.0,,,
June 2020,11247.0,-11247.0,,,
September 2020,12385.0,-12385.0,,,
December 2020,2899.0,-2899.0,,,
March 2021,25563.0,-25563.0,,,
June 2021,10486.0,142563.0,,,
September 2021,29991.0,15009.0,,,
December 2021,21083.0,8917.0,,,
March 2022,71807.0,-26807.0,,,
June 2022,12866.0,2134.0,,,
