,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2012,,-248.75,,
December 2012,,-248.75,,
March 2013,,-248.75,,
June 2013,0.0,-248.75,,
September 2013,2525.0,-2525.0,,
December 2013,0.0,0.0,,
March 2014,825.0,-825.0,,
June 2014,2961.0,-2961.0,6125.0,6125.0
September 2014,3991.0,-3991.0,,4099.0
December 2014,439.0,-439.0,999.0,
March 2015,75.0,-75.0,2424.0,
June 2015,-9030.0,-20.0,,3104.0
September 2015,0.0,0.0,,3104.0
December 2015,1840.0,-1840.0,,524.0
March 2016,3100.0,-3100.0,,2224.0
June 2016,-15533.0,-5653.0,,9.0
September 2016,2434.0,-2434.0,,10913.0
December 2016,85.0,-85.0,,1909.0
March 2017,4860.0,-4860.0,,4349.0
