,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,1549000.0,-5523000.0,,
June 2020,1549000.0,-6660000.0,,
September 2020,3191000.0,-10702000.0,,
December 2020,1394000.0,-37393000.0,32428000.0,21162000.0
March 2021,2618000.0,-79433000.0,36985000.0,26191000.0
June 2021,3902000.0,254000.0,37642000.0,26860000.0
September 2021,7691000.0,-20871000.0,32638000.0,22118000.0
December 2021,12054000.0,-117728000.0,142007000.0,131867000.0
March 2022,7297000.0,-40342000.0,99734000.0,86499000.0
June 2022,9417000.0,-55393000.0,56207000.0,43875000.0
