,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2008,79638500.0,46460750.0,32201000.0,72301750.0,,,
December 2008,79638500.0,46460750.0,32201000.0,72301750.0,,,
March 2009,79638500.0,46460750.0,32201000.0,72301750.0,,,
June 2009,79638500.0,46460750.0,32201000.0,72301750.0,,,
September 2009,76999000.0,45340000.0,31659000.0,60687000.0,,,
December 2009,79141000.0,46682000.0,32459000.0,75536000.0,,,
March 2010,88595000.0,51885000.0,36710000.0,100612000.0,,,
June 2010,92766000.0,55050000.0,37716000.0,124506000.0,1590718000.0,1264301000.0,
September 2010,100284000.0,56202000.0,44082000.0,137250000.0,1741339000.0,1388498000.0,
December 2010,99959000.0,59001000.0,40958000.0,143743000.0,1446186000.0,1069958000.0,
March 2011,95056000.0,55363000.0,39693000.0,98499000.0,1513090000.0,1127723000.0,
June 2011,96908000.0,55950000.0,40958000.0,158232000.0,1594066000.0,1246290000.0,347776000.0
September 2011,92561000.0,54889000.0,37672000.0,105182000.0,1659341000.0,1268413000.0,
December 2011,87441000.0,52519000.0,34922000.0,88834000.0,1725854000.0,1320352000.0,405502000.0
March 2012,94762000.0,57580000.0,37182000.0,98499000.0,1799345000.0,1404455000.0,394890000.0
June 2012,97282000.0,59479000.0,37803000.0,103326000.0,1851068000.0,1505410000.0,345658000.0
September 2012,96307000.0,58803000.0,37504000.0,105182000.0,1958200000.0,1623982000.0,334218000.0
December 2012,94394000.0,57304000.0,37090000.0,88834000.0,1923154000.0,1599076000.0,324078000.0
March 2013,96997000.0,58517000.0,38480000.0,110968000.0,2073731000.0,1759826000.0,313905000.0
June 2013,98868000.0,60560000.0,38308000.0,101941000.0,2098341000.0,1793890000.0,304451000.0
September 2013,100190000.0,61512000.0,38678000.0,107868000.0,2189903000.0,1894399000.0,295504000.0
December 2013,100860000.0,62008000.0,38852000.0,104751000.0,2271498000.0,1984777000.0,286721000.0
March 2014,102822000.0,62129000.0,40693000.0,117607000.0,2356409000.0,2073726000.0,282683000.0
June 2014,106204000.0,64785000.0,41419000.0,129735000.0,1655578000.0,1364713000.0,290865000.0
September 2014,107689000.0,65600000.0,42089000.0,129459000.0,1692263000.0,1387695000.0,304568000.0
December 2014,107638000.0,65101000.0,42537000.0,123602000.0,1728548000.0,1421334000.0,307214000.0
March 2015,109321000.0,67100000.0,42221000.0,135187000.0,1796686000.0,1492018000.0,304668000.0
June 2015,112065000.0,68960000.0,43105000.0,132715000.0,1884079000.0,1584752000.0,299327000.0
September 2015,106795000.0,66602000.0,40193000.0,112047000.0,1896965000.0,1600726000.0,296239000.0
December 2015,113287000.0,69884000.0,43403000.0,121532000.0,1946696000.0,1652284000.0,294412000.0
March 2016,112687000.0,69645000.0,43042000.0,128392000.0,2004880000.0,1709886000.0,294994000.0
June 2016,113813000.0,70331000.0,43482000.0,132375000.0,2049981000.0,1754730000.0,295251000.0
September 2016,132768000.0,76359000.0,56409000.0,115122000.0,2125396000.0,1834990000.0,290406000.0
December 2016,124582000.0,77030000.0,47552000.0,123986000.0,2191481000.0,1902047000.0,289434000.0
