,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2005,32769.8,,48758.25,,
June 2005,32769.8,,48758.25,,
September 2005,32769.8,,48758.25,,
December 2005,32769.8,,48758.25,,
March 2006,32769.8,,48758.25,,
June 2006,32769.8,,48758.25,,
September 2006,32769.8,,48758.25,,
December 2006,32769.8,,48758.25,,
March 2007,32769.8,,48758.25,,
June 2007,32769.8,,48758.25,,
September 2007,32769.8,,48758.25,,
December 2007,32769.8,,48758.25,,
March 2008,32769.8,,48758.25,,
June 2008,32769.8,,48758.25,,
September 2008,32769.8,,48758.25,,
December 2008,32769.8,,48758.25,,
March 2009,32769.8,,48758.25,,
June 2009,32769.8,,48758.25,,
September 2009,32769.8,,48758.25,,
December 2009,32769.8,,48758.25,,
March 2010,28782.0,,28778.0,,
June 2010,16840.0,,16340.0,,
September 2010,22337.0,,22337.0,,
December 2010,96167.0,,-231077.0,32954.0,17954.0
March 2011,38023.0,,37771.0,,
June 2011,32179.0,,27443.0,35557.0,21365.0
September 2011,26238.0,,26090.0,42651.0,28722.0
December 2011,21924.0,,-204187.0,23666.0,10098.0
March 2012,50344.0,,-48862.25,,
June 2012,50344.0,,-48862.25,,
September 2012,50344.0,,-48862.25,,
December 2012,50344.0,,-48862.25,15774.0,3566.0
March 2013,17905.0,,-17864.0,,
June 2013,-19658.0,,-14427.0,,
September 2013,-42394.0,,-42180.0,,
December 2013,-67206.0,,-31193.0,76539.0,27142.0
March 2014,44652.0,,-233865.0,66658.0,18218.0
June 2014,66020.0,,-65761.0,66335.0,18851.0
September 2014,239542.0,,-239542.0,48968.0,2441.0
December 2014,-93108.0,,282465.0,53084.0,7514.0
March 2015,43141.0,38148.0,-42540.0,55260.0,10612.0
June 2015,250400.0,250400.0,-250297.0,5811020.0,5767295.0
September 2015,344321.0,344321.0,-341437.0,5295898.0,5243711.0
December 2015,110979.0,-343431.0,-110422.0,5215994.0,5165219.0
March 2016,129693.0,107832.0,-128087.0,5078243.0,5028846.0
June 2016,1238209.0,364046.0,-302738.0,11827606.0,1377000.0
September 2016,1384198.0,1258851.0,-26309.0,12682581.0,2251678.0
December 2016,1687109.0,543421.0,-14272.0,16036382.0,5960041.0
March 2017,1629225.0,764635.0,-258916.0,15906760.0,6050180.0
June 2017,1554917.0,865622.0,115884.0,16155910.0,6535856.0
