,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,3424000.0,2398500.0,,-3593750.0,,
June 2020,3424000.0,2398500.0,,-3593750.0,,
September 2020,3424000.0,2398500.0,,-3593750.0,,
December 2020,3424000.0,2398500.0,,-3593750.0,14207000.0,5478000.0
March 2021,4773000.0,3106000.0,597000.0,-7141000.0,354099028.0,3538261.0
June 2021,6610000.0,3203000.0,2332000.0,-9273000.0,350977612.0,560596.0
September 2021,8937500.0,5396500.0,,5786915.0,350841597.0,560596.0
December 2021,8937500.0,5396500.0,,28719085.0,617680000.0,594377000.0
March 2022,13508000.0,6661000.0,4022000.0,-10344000.0,613491000.0,557873000.0
June 2022,17278000.0,8440000.0,4894000.0,13667000.0,608076000.0,489192000.0
