,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,89507500.0,39310250.0,-30544250.0,,
June 2009,89507500.0,39310250.0,-30544250.0,,
September 2009,89507500.0,39310250.0,-30544250.0,,
December 2009,89507500.0,39310250.0,-30544250.0,,
March 2010,35248000.0,31950000.0,780000.0,,
June 2010,37757000.0,34594000.0,137000.0,,
September 2010,100331000.0,46762000.0,-51290000.0,,
December 2010,54803000.0,49237000.0,-1618000.0,562110000.0,179261000.0
March 2011,53192000.0,48720000.0,2256000.0,,
June 2011,52274000.0,48188000.0,813000.0,567280000.0,193475000.0
September 2011,53398000.0,49477000.0,-26899000.0,537402000.0,197452000.0
December 2011,52808000.0,48963000.0,-2435000.0,535631000.0,212473000.0
March 2012,50871000.0,47176000.0,4276000.0,523963000.0,201851000.0
June 2012,53856000.0,50304000.0,-81000.0,523205000.0,205123000.0
September 2012,55810000.0,52375000.0,5858000.0,510773000.0,193650000.0
December 2012,56518000.0,53049000.0,7083000.0,517386000.0,203744000.0
March 2013,56897000.0,53607000.0,7563000.0,531165000.0,217214000.0
June 2013,57791000.0,54551000.0,8399000.0,527584000.0,210230000.0
September 2013,58922000.0,55605000.0,8615000.0,544177000.0,226280000.0
December 2013,58168000.0,54470000.0,8356000.0,604288000.0,232897000.0
March 2014,58487000.0,54667000.0,7630000.0,594436000.0,228474000.0
June 2014,59577000.0,55567000.0,7193000.0,611692000.0,235163000.0
September 2014,64405000.0,60319000.0,8499000.0,628818000.0,249124000.0
December 2014,65745000.0,61668000.0,9895000.0,681916000.0,282670000.0
March 2015,76647000.0,71552000.0,12209000.0,800050000.0,322356000.0
June 2015,79959000.0,74727000.0,15870000.0,826152000.0,343368000.0
September 2015,88402000.0,83098000.0,33647000.0,865238000.0,368981000.0
December 2015,95476000.0,90154000.0,20165000.0,880432000.0,375628000.0
March 2016,104588000.0,97823000.0,25869000.0,1094501000.0,412962000.0
June 2016,106875000.0,99541000.0,26322000.0,1180438000.0,442573000.0
September 2016,107784000.0,99995000.0,27296000.0,1169769000.0,433657000.0
December 2016,108845000.0,101113000.0,26351000.0,1186881000.0,450628000.0
March 2017,109741000.0,102073000.0,32008000.0,1211047000.0,472224000.0
June 2017,104632000.0,96673000.0,31255000.0,1188970000.0,441044000.0
September 2017,108711000.0,100579000.0,28128000.0,1191390000.0,442473000.0
December 2017,108895000.0,100375000.0,41167000.0,1253957000.0,474153000.0
March 2018,112623000.0,104737000.0,42681000.0,1272552000.0,489370000.0
June 2018,126141000.0,115535000.0,35529000.0,1473263000.0,468521000.0
September 2018,132512000.0,121216000.0,27918000.0,1490402000.0,479839000.0
December 2018,122279000.0,110830000.0,35613000.0,1492721000.0,482166000.0
March 2019,131707000.0,119997000.0,34122000.0,1637825000.0,488887000.0
June 2019,134386000.0,121668000.0,28869000.0,1856088000.0,489868000.0
September 2019,150292000.0,133207000.0,23515000.0,1861074000.0,506932000.0
December 2019,150165000.0,133158000.0,27482000.0,1931646000.0,560499000.0
March 2020,166323000.0,146234000.0,12965000.0,2460133000.0,600594000.0
June 2020,159139000.0,137068000.0,22325000.0,2364816000.0,518639000.0
September 2020,138171000.0,111235000.0,26067000.0,2344865000.0,513703000.0
December 2020,178880000.0,155210000.0,9308000.0,2353507000.0,533735000.0
March 2021,184466000.0,161212000.0,70378000.0,2643122000.0,830357000.0
June 2021,181369000.0,156629000.0,66770000.0,2632443000.0,790103000.0
September 2021,200036000.0,173932000.0,74023000.0,2708997000.0,899531000.0
December 2021,265732000.0,238678000.0,116217000.0,3131906000.0,1349068000.0
March 2022,288235000.0,257579000.0,146008000.0,3248672000.0,1478766000.0
June 2022,276704000.0,244430000.0,123800000.0,3008780000.0,1190222000.0
