,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2012,139666666.66666666,17354000000.0,1607000000.0,4222000000.0
June 2012,139666666.66666666,17799000000.0,1982000000.0,4170000000.0
September 2012,139666666.66666666,17711000000.0,1848000000.0,4049000000.0
December 2012,67000000.0,17651000000.0,1577000000.0,3932000000.0
March 2013,116000000.0,17349000000.0,1509000000.0,3571000000.0
June 2013,90000000.0,17501000000.0,1489000000.0,3510000000.0
September 2013,180000000.0,17602000000.0,1420000000.0,3387000000.0
December 2013,101000000.0,17410000000.0,1584000000.0,2696000000.0
March 2014,137000000.0,17226000000.0,1339000000.0,2601000000.0
June 2014,130000000.0,17593000000.0,1490000000.0,2508000000.0
September 2014,136000000.0,17672000000.0,1466000000.0,2473000000.0
December 2014,129000000.0,18649000000.0,1481000000.0,3166000000.0
