,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,9220000.0,7295000.0,-8746000.0,,
June 2020,9017000.0,7345000.0,-8599000.0,171115.0,3379.0
September 2020,11546000.0,8627000.0,-11034000.0,145498702.0,1745315.0
December 2020,13768000.0,9336000.0,16578559.0,145004211.0,1247200.0
March 2021,20484000.0,15879000.0,-20402000.0,832059000.0,830866000.0
June 2021,20434000.0,14034000.0,-19333000.0,814263000.0,813076000.0
September 2021,22791000.0,17122000.0,-21979000.0,797791000.0,796612000.0
December 2021,29609000.0,22002000.0,-25134000.0,776151000.0,772073000.0
March 2022,28192000.0,20729000.0,-21293000.0,751805000.0,748037000.0
June 2022,37870000.0,28922000.0,-34858000.0,719738000.0,714264000.0
