,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,11495000.0,1727500.0,,,
June 2008,11495000.0,1727500.0,,,
September 2008,11495000.0,1727500.0,,,
December 2008,11495000.0,1727500.0,,,
March 2009,10717500.0,752000.0,,,
June 2009,10717500.0,752000.0,,,
September 2009,10894000.0,752000.0,,,
December 2009,9627000.0,752000.0,,,
March 2010,10063000.0,1074000.0,,,
June 2010,10387000.0,1178000.0,,,
September 2010,10610000.0,1170000.0,,,
December 2010,9962000.0,-182000.0,,,
March 2011,10286000.0,523000.0,,,
June 2011,9669000.0,1646000.0,,,
September 2011,10031000.0,2260000.0,,,
December 2011,10389000.0,628000.0,,,
March 2012,9394000.0,1020000.0,,,
June 2012,8943000.0,1474000.0,,,
September 2012,9781000.0,2434000.0,,,
December 2012,11488000.0,3698000.0,,,
March 2013,10682000.0,2126000.0,,,
June 2013,10617000.0,1688000.0,,,
September 2013,10443000.0,2116000.0,,,
December 2013,10480000.0,1999000.0,,,
March 2014,11367000.0,2804000.0,,,
June 2014,10243000.0,2272000.0,,,
September 2014,11148000.0,3204000.0,,,
December 2014,10994000.0,4298000.0,,,
March 2015,11133000.0,3472000.0,,,
June 2015,10234000.0,3938000.0,,,
September 2015,11525000.0,4630000.0,,,
December 2015,11534000.0,4145000.0,,,
March 2016,20944000.0,2500000.0,,,
June 2016,19441000.0,5349000.0,,,
September 2016,20653000.0,6459000.0,,,
December 2016,22729000.0,10979000.0,,,
March 2017,20701000.0,4746000.0,,,
June 2017,20858000.0,7778000.0,,,
September 2017,22449000.0,7202000.0,,,
December 2017,23533000.0,8524000.0,,,
March 2018,21990000.0,7154000.0,,,
June 2018,23184000.0,8693000.0,,,
September 2018,22979000.0,9332000.0,,,
December 2018,23777000.0,14691000.0,,,
March 2019,22016000.0,1987000.0,,,
June 2019,22462000.0,4160000.0,,,
September 2019,22810000.0,3920000.0,,,
December 2019,21581000.0,7016000.0,,,
March 2020,19177000.0,-34819000.0,,,
June 2020,18892000.0,5774000.0,,,
September 2020,19850000.0,10093000.0,,,
December 2020,22490000.0,8526000.0,,,
March 2021,20743000.0,9443000.0,,,
June 2021,21460000.0,7467000.0,,,
September 2021,21139000.0,-1219000.0,,,
December 2021,21133000.0,-3973000.0,,,
March 2022,24658000.0,3182000.0,,,
June 2022,22886000.0,5543000.0,,,
