,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2002,3789.5,156.44444444444446,370.2962962962963,,,
September 2002,3789.5,156.44444444444446,370.2962962962963,,,
December 2002,3789.5,156.44444444444446,370.2962962962963,,,
March 2003,3789.5,156.44444444444446,370.2962962962963,,,
June 2003,3789.5,156.44444444444446,370.2962962962963,,,
September 2003,3789.5,156.44444444444446,370.2962962962963,,,
December 2003,3789.5,156.44444444444446,370.2962962962963,,,
March 2004,3789.5,156.44444444444446,370.2962962962963,,,
June 2004,3789.5,156.44444444444446,370.2962962962963,,,
September 2004,3789.5,156.44444444444446,370.2962962962963,,,
December 2004,3789.5,156.44444444444446,370.2962962962963,,,
March 2005,3789.5,156.44444444444446,370.2962962962963,,,
June 2005,3789.5,156.44444444444446,370.2962962962963,,,
September 2005,3789.5,156.44444444444446,370.2962962962963,,,
December 2005,3789.5,156.44444444444446,370.2962962962963,,,
March 2006,3789.5,156.44444444444446,370.2962962962963,,,
June 2006,3789.5,156.44444444444446,370.2962962962963,,,
September 2006,3789.5,156.44444444444446,370.2962962962963,,,
December 2006,3789.5,156.44444444444446,370.2962962962963,,,
March 2007,3789.5,156.44444444444446,370.2962962962963,,,
June 2007,3789.5,156.44444444444446,370.2962962962963,,,
September 2007,3789.5,156.44444444444446,370.2962962962963,,,
December 2007,3789.5,156.44444444444446,370.2962962962963,,,
March 2008,3789.5,156.44444444444446,370.2962962962963,,,
June 2008,3789.5,156.44444444444446,370.2962962962963,,,
September 2008,3789.5,156.44444444444446,370.2962962962963,,,
December 2008,3789.5,156.44444444444446,370.2962962962963,,,
March 2009,3789.5,156.44444444444446,-2394.5,,,
June 2009,3789.5,156.44444444444446,-2394.5,,,
September 2009,3789.5,156.44444444444446,-2394.5,,,
December 2009,3789.5,156.44444444444446,-2394.5,,,
March 2010,3789.5,156.44444444444446,-9650.0,,,
June 2010,3789.5,156.44444444444446,-9650.0,,,
September 2010,3789.5,156.44444444444446,-9650.0,,,
December 2010,3789.5,156.44444444444446,-9650.0,,,
March 2011,3989.0,0.0,-3989.0,,,
June 2011,3322.0,0.0,-3322.0,,,
September 2011,12790.0,0.0,-12790.0,,,
December 2011,3789.5,156.44444444444446,-87242.0,114604.0,31104.0,83500.0
March 2012,38871.0,0.0,-38871.0,86788.0,3788.0,83000.0
June 2012,162890.0,0.0,-162890.0,165398.0,75644.0,89754.0
September 2012,68835.0,0.0,-68835.0,96849.0,15719.0,81129.0
