,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2010,840475.0,49001.0,-840597.0,,
December 2010,3140148.0,51956.0,-3143060.0,,
March 2011,1991135.0,478804.0,-1993857.0,,
June 2011,1002809.0,56859.0,-1014875.0,9025034.0,1650820.0
September 2011,3832561.0,70134.0,-3825666.0,8690100.0,1160647.0
December 2011,1053988.0,28360.0,-1059337.0,8603938.0,876174.0
March 2012,896381.0,34810.0,-930121.0,8528685.0,560000.0
June 2012,741722.0,28237.0,-649876.0,8679674.0,449657.0
September 2012,2397666.0,48606.0,-2451534.0,8263478.0,135557.0
December 2012,1109407.0,37713.0,-1180036.0,8274873.0,451013.0
March 2013,1022762.0,53259.0,-1090875.0,7734823.0,157149.0
June 2013,3442318.0,52131.0,-3521316.0,7508921.0,177901.0
September 2013,1417558.0,66558.0,-1504293.0,7316121.0,233016.0
December 2013,650862.0,-120003.0,-738024.0,6938339.0,76130.0
March 2014,677451.0,79190.0,-771961.0,,
June 2014,2636834.0,109117.0,-2744735.0,4591415.0,240262.0
September 2014,608811.0,66586.0,-704687.0,4280688.0,114419.0
December 2014,564592.0,104237.0,-663920.0,4072854.0,33744.0
March 2015,1606629.0,213025.0,-1672688.0,4408046.0,524936.0
June 2015,2489509.0,136614.0,-2586896.0,2355241.0,378022.0
September 2015,718273.0,134489.0,-831234.0,2220299.0,315699.0
December 2015,710464.0,84286.0,-795595.0,2062417.0,232909.0
March 2016,633952.0,63376.0,-718432.0,1873476.0,112033.0
June 2016,2080350.0,66408.0,-2173172.0,198193.0,193934.0
September 2016,537436.0,112243.0,,85076.0,81319.0
December 2016,653282.0,126082.0,,20270.0,17016.0
March 2017,487650.0,85802.0,,46985.0,44233.0
June 2017,405330.0,101856.0,,84530.0,81338.0
September 2017,419299.0,106746.0,,10405.0,7649.0
December 2017,1147767.0,338755.0,,35068.0,30171.0
March 2018,1637698.0,680436.0,,47392.0,45508.0
June 2018,317796.0,59380.0,,31935.0,30487.0
September 2018,848047.0,169721.0,,189438.0,188426.0
December 2018,404050.0,114192.0,,46640.0,44929.0
March 2019,408937.0,103529.0,,157297.0,154333.0
June 2019,-408937.0,-103529.0,,52956.0,50340.0
September 2019,443900.0,123325.0,-1138250.0,89730.0,87461.0
December 2019,502327.0,114454.0,-1138250.0,472086.0,470164.0
March 2020,404175.0,135057.0,-1138250.0,363177.0,361602.0
June 2020,-404175.0,-135057.0,-1138250.0,571161.0,569793.0
September 2020,394072.0,90988.0,-624428.5,355171.0,354010.0
December 2020,447274.0,155385.0,-624428.5,367488.0,366534.0
March 2021,1446712.0,332208.0,-1549823.0,1678527.0,1677779.0
June 2021,539562.0,169964.0,-652085.0,4341911.0,4341370.0
September 2021,553190.0,61809.0,-664000.0,4116213.0,4053630.0
December 2021,672699.0,54404.0,9444830.0,0.0,4996005.0
March 2022,427406.0,29411.0,425061.0,6548170.0,4555850.0
June 2022,896881.0,55067.0,-915110.0,6360337.0,3318992.0
