,NetIncomeLoss,Assets,AssetsCurrent
March 2009,6519303.5,,
June 2009,6519303.5,,
September 2009,6519303.5,,
December 2009,6519303.5,,
March 2010,8183150.0,,
June 2010,8252093.0,,
September 2010,3960688.0,,
December 2010,3029818.0,,
March 2011,-874144.0,65794564.0,35379412.0
June 2011,-323183.0,,
September 2011,-1082848.0,56389052.0,25798581.0
December 2011,-843303.0,51931281.0,22247885.0
March 2012,1037031.0,45766614.0,18506211.0
June 2012,-1849325.0,45284331.0,25229514.0
September 2012,-753649.0,,
December 2012,-1311082.0,39329378.0,16492670.0
March 2013,1679178.0,36081974.0,15738783.0
June 2013,-1793303.0,36187607.0,15263532.0
September 2013,-938766.0,32728328.0,12861947.0
December 2013,-1401214.0,30900293.0,12176375.0
March 2014,-1737161.0,29470595.0,8418397.0
June 2014,-7209990.0,28300419.0,7038704.0
September 2014,1077945.0,19820443.0,5219001.0
