,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2006,,,-10936.25,,
June 2006,28903.266666666666,26461.4,-10936.25,,
September 2006,28903.266666666666,26461.4,-10936.25,,
December 2006,28903.266666666666,26461.4,-10936.25,,
March 2007,28903.266666666666,26461.4,-18691.5,,
June 2007,28903.266666666666,26461.4,-18691.5,,
September 2007,28903.266666666666,26461.4,-18691.5,,
December 2007,28903.266666666666,26461.4,-18691.5,,
March 2008,28903.266666666666,26461.4,-42118.25,,
June 2008,28903.266666666666,26461.4,-42118.25,,
September 2008,28903.266666666666,26461.4,-42118.25,,
December 2008,28903.266666666666,26461.4,-42118.25,,
March 2009,28903.266666666666,26461.4,-38745.75,,
June 2009,28903.266666666666,26461.4,-38745.75,,
September 2009,28903.266666666666,26461.4,-38745.75,,
December 2009,28903.266666666666,26461.4,-38745.75,,
March 2010,20128.0,19891.0,-26495.0,,
June 2010,39992.0,39912.0,-43110.0,,
September 2010,1135413.0,35413.0,-1432103.0,,
December 2010,159128.0,19129.0,-670963.0,4062119.0,2119.0
March 2011,157386.0,87386.0,-436192.0,,
June 2011,145094.0,75094.0,-385048.0,3990381.0,70381.0
September 2011,117240.0,47240.0,-393743.0,3873436.0,24436.0
December 2011,152907.0,82907.0,-2198683.0,3780044.0,44.0
March 2012,93545.0,23545.0,-467956.0,3714605.0,4605.0
June 2012,71180.0,1180.0,496251.0,3645149.0,5149.0
September 2012,90076.0,20076.0,-339606.0,3724217.0,154217.0
December 2012,130141.0,60141.0,-384343.0,3573714.0,73714.0
March 2013,102042.0,32042.0,-118398.0,3454273.0,24273.0
June 2013,143418.0,73418.0,-129974.0,3361363.0,1363.0
September 2013,123219.0,53219.0,-135193.0,3293089.0,3089.0
December 2013,184881.0,28216.0,-201314.0,3180892.0,17767.0
March 2014,104339.0,37672.0,-112292.0,3126934.0,6342.0
June 2014,187659.0,120993.0,-148560.0,3088467.0,5328.0
September 2014,133043.0,66376.0,-132614.0,3044359.0,5685.0
December 2014,166934.0,100267.0,-180985.0,3021920.0,33071.0
March 2015,176729.0,110062.0,-197116.0,2939713.0,3944.0
June 2015,126123.0,59457.0,-153620.0,,
September 2015,124244.0,57577.0,-150506.0,2828951.0,1932.0
