,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2018,5200.75,,,
June 2018,5200.75,,,
September 2018,5200.75,,,
December 2018,5200.75,3264837.0,790547.0,68659.0
March 2019,-170490.0,,,
June 2019,-37688.0,,,
September 2019,28627.0,,,
December 2019,-287026.0,2633539.0,336825.0,18459.0
March 2020,-116244.0,2654081.0,374186.0,
June 2020,677422.0,3368159.0,1338184.0,
September 2020,254184.0,3522298.0,1473235.0,
December 2020,-23370.0,3389165.0,1406198.0,
March 2021,134924.0,3513570.0,1544730.0,
June 2021,212516.0,3780162.0,1843586.0,
September 2021,235827.0,4141361.0,2246372.0,
December 2021,24584.0,14505727.0,12564579.0,
March 2022,42650.0,15414133.0,11492535.0,
June 2022,-92275.0,15931986.0,9060122.0,
