,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,4365250.0,2613750.0,-1075250.0,,
June 2012,4365250.0,2613750.0,-1075250.0,,
September 2012,4365250.0,2613750.0,-1075250.0,,
December 2012,4365250.0,2613750.0,-1075250.0,,
March 2013,4905500.0,3491500.0,1570000.0,,
June 2013,4905500.0,3491500.0,1570000.0,,
September 2013,4269000.0,2577000.0,6378000.0,,
December 2013,3564000.0,2743000.0,2514000.0,54487000.0,49869000.0
March 2014,3969000.0,2533000.0,1373000.0,,
June 2014,3920000.0,2566000.0,1230000.0,,
September 2014,4532000.0,3216000.0,9191000.0,54144000.0,48269000.0
December 2014,4843000.0,3453000.0,1224000.0,87418000.0,84942000.0
March 2015,5216000.0,3427000.0,-4225000.0,79403000.0,77050000.0
June 2015,3847000.0,3669000.0,1168000.0,76527000.0,74353000.0
September 2015,5114000.0,3793000.0,-3827000.0,69944000.0,66114000.0
December 2015,10761000.0,4263000.0,-3937000.0,63949000.0,60866000.0
March 2016,6259000.0,4364000.0,-3263000.0,61152000.0,58268000.0
June 2016,6779000.0,5103000.0,-6016000.0,55687000.0,53392000.0
September 2016,7744000.0,5965000.0,-7714000.0,73371000.0,71350000.0
December 2016,5838000.0,4396000.0,-6004000.0,67487000.0,65675000.0
March 2017,8003000.0,5903000.0,-7517000.0,60786000.0,59141000.0
June 2017,7908000.0,6109000.0,-7380000.0,54226000.0,52633000.0
September 2017,8908000.0,7164000.0,-7742000.0,46359000.0,44987000.0
December 2017,8067000.0,6397000.0,-8065000.0,46121000.0,44821000.0
March 2018,7818000.0,5580000.0,-3755000.0,37762000.0,36661000.0
June 2018,7586000.0,5408000.0,-7801000.0,65436000.0,64350000.0
September 2018,14186000.0,6248000.0,-14383000.0,130455000.0,129493000.0
December 2018,8426000.0,6398000.0,-8558000.0,122428000.0,121437000.0
March 2019,11758000.0,9137000.0,-11341000.0,114550000.0,112047000.0
June 2019,10512000.0,8205000.0,-10007000.0,105892000.0,103325000.0
September 2019,12451000.0,9751000.0,-8871000.0,98904000.0,96478000.0
December 2019,14927000.0,11752000.0,-11376000.0,147697000.0,144866000.0
March 2020,15111000.0,11791000.0,-7484000.0,,
June 2020,14030000.0,10720000.0,-175000.0,210676000.0,207010000.0
September 2020,16253000.0,13045000.0,-8855000.0,199128000.0,194810000.0
December 2020,18073000.0,14967000.0,-12323000.0,189186000.0,181783000.0
March 2021,20417000.0,16308000.0,-15764000.0,290671000.0,283260000.0
June 2021,24716000.0,18377000.0,-22109000.0,274711000.0,266755000.0
September 2021,23722000.0,18891000.0,-15445000.0,264353000.0,256314000.0
December 2021,28575000.0,21887000.0,-25564000.0,572007000.0,559020000.0
March 2022,26135000.0,19360000.0,-19670000.0,558059000.0,545616000.0
June 2022,30851000.0,22146000.0,-31158000.0,807380000.0,794803000.0
