,NetIncomeLoss,Assets,AssetsCurrent
March 2007,1308500000.0,,
June 2007,1308500000.0,,
September 2007,1308500000.0,,
December 2007,1308500000.0,,
March 2008,-282750000.0,,
June 2008,-282750000.0,,
September 2008,-282750000.0,,
December 2008,-282750000.0,34417000000.0,9450000000.0
March 2009,309000000.0,,
June 2009,-254000000.0,37221000000.0,11173000000.0
September 2009,-629000000.0,36805000000.0,10865000000.0
December 2009,-1408000000.0,35629000000.0,10923000000.0
March 2010,-113000000.0,36465000000.0,11320000000.0
June 2010,583000000.0,36477000000.0,11348000000.0
September 2010,292000000.0,37276000000.0,11877000000.0
December 2010,-438000000.0,37621000000.0,13518000000.0
March 2011,98000000.0,39592000000.0,15056000000.0
June 2011,744000000.0,39526000000.0,14687000000.0
September 2011,1203000000.0,41683000000.0,15870000000.0
December 2011,45000000.0,42783000000.0,15972000000.0
March 2012,-432000000.0,42634000000.0,15824000000.0
June 2012,831000000.0,41188000000.0,14033000000.0
September 2012,674000000.0,43792000000.0,16267000000.0
December 2012,1010000000.0,44477000000.0,16460000000.0
March 2013,654000000.0,45501000000.0,17206000000.0
June 2013,466000000.0,44177000000.0,16768000000.0
September 2013,312000000.0,46293000000.0,18593000000.0
December 2013,1288000000.0,47260000000.0,19277000000.0
March 2014,828000000.0,47099000000.0,19030000000.0
June 2014,588000000.0,47013000000.0,18450000000.0
September 2014,1059000000.0,48455000000.0,19666000000.0
December 2014,1155000000.0,45550000000.0,16614000000.0
March 2015,964000000.0,45741000000.0,16788000000.0
June 2015,1351000000.0,47599000000.0,18492000000.0
September 2015,1377000000.0,45825000000.0,16827000000.0
December 2015,298000000.0,44343000000.0,14972000000.0
March 2016,495000000.0,44259000000.0,14861000000.0
June 2016,814000000.0,45452000000.0,16180000000.0
September 2016,613000000.0,46265000000.0,16878000000.0
December 2016,367000000.0,46173000000.0,16800000000.0
March 2017,305000000.0,46047000000.0,15908000000.0
June 2017,548000000.0,45974000000.0,15731000000.0
September 2017,841000000.0,47988000000.0,17442000000.0
December 2017,2371000000.0,50158000000.0,19312000000.0
March 2018,469000000.0,49376000000.0,18260000000.0
June 2018,845000000.0,50678000000.0,18948000000.0
September 2018,856000000.0,51894000000.0,19891000000.0
December 2018,952000000.0,50155000000.0,17675000000.0
March 2019,141000000.0,52095000000.0,18480000000.0
June 2019,612000000.0,52022000000.0,17811000000.0
September 2019,609000000.0,51229000000.0,17033000000.0
December 2019,1060000000.0,53864000000.0,18969000000.0
March 2020,-1851000000.0,47747000000.0,11465000000.0
June 2020,1253000000.0,49099000000.0,12762000000.0
September 2020,-464000000.0,51732000000.0,15422000000.0
December 2020,-359000000.0,51774000000.0,15844000000.0
March 2021,-704000000.0,53614000000.0,17591000000.0
June 2021,162000000.0,55456000000.0,19372000000.0
September 2021,463000000.0,54691000000.0,18790000000.0
December 2021,1009000000.0,57888000000.0,21165000000.0
March 2022,905000000.0,60402000000.0,23313000000.0
June 2022,4693000000.0,64345000000.0,27409000000.0
