,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2014,2062.5,-2062.5,,
September 2014,2062.5,-2062.5,,
December 2014,2062.5,-2062.5,,
March 2015,2062.5,-2062.5,,
June 2015,4375.0,-4375.0,,
September 2015,1500.0,-1500.0,,
December 2015,0.0,0.0,,
March 2016,6100.0,-6100.0,154901.0,54901.0
June 2016,8500.0,-8500.0,,
September 2016,545809.0,-588434.0,,
December 2016,35927.0,-35927.0,190.0,190.0
March 2017,3815612.0,-3902199.0,106000.0,
June 2017,1700897.0,-4114390.0,158750.0,51250.0
September 2017,2136775.0,-2648595.0,2072738.0,74850.0
December 2017,752328.0,-2731841.0,1820240.0,14763.0
March 2018,1220659.0,-725094.0,801232.0,28323.0
June 2018,533925.0,-3008539.0,723193.0,34216.0
