,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2014,,0.0,,
June 2014,,0.0,,
September 2014,,0.0,,
December 2014,,0.0,,
March 2015,,0.0,,
June 2015,,0.0,,
September 2015,,0.0,,
December 2015,,-11905.0,333595.0,10845.0
March 2016,98750.0,-2276.0,,
June 2016,98750.0,-33872.0,251581933.0,1581840.0
September 2016,98750.0,32093.0,251515545.0,1408171.0
December 2016,98750.0,-463.0,251473784.0,1217049.0
March 2017,396500.0,7814.0,251524991.0,1004028.0
June 2017,396500.0,221852.0,251768823.0,868298.0
September 2017,396500.0,269118.0,252187839.0,747131.0
December 2017,396500.0,371056.0,252670423.0,615446.0
March 2018,588000.0,-3427000.0,253306858.0,461795.0
June 2018,609000.0,-7399000.0,236054771.0,241455.0
September 2018,791000.0,-36560.0,238232234.0,1350670.0
December 2018,1925000.0,-23448440.0,226552000.0,219444000.0
March 2019,1940000.0,-24749000.0,392080000.0,59024000.0
June 2019,2149000.0,-24852000.0,421300000.0,92250000.0
September 2019,1920000.0,-220104000.0,204503000.0,66336000.0
December 2019,1709000.0,-21601000.0,178973000.0,41117000.0
March 2020,1470000.0,-2102000.0,185468000.0,48230000.0
June 2020,1167000.0,10653000.0,215380000.0,78875000.0
September 2020,820000.0,4644000.0,222556000.0,86301000.0
December 2020,805000.0,2641000.0,232232000.0,95054000.0
March 2021,999000.0,-3712000.0,245673000.0,78593000.0
June 2021,854000.0,-5641000.0,241872000.0,73288000.0
September 2021,1310000.0,12250000.0,239954000.0,55397000.0
December 2021,993000.0,-8126000.0,259107000.0,73014000.0
March 2022,1311000.0,-77216000.0,183147000.0,65330000.0
June 2022,1242000.0,-11671000.0,154508000.0,38025000.0
