,NetIncomeLoss,Assets
March 2010,-405945.0,
June 2010,299757.0,
September 2010,349348.0,
December 2010,600145.0,278014567.0
March 2011,513869.0,
June 2011,217132.0,283389666.0
September 2011,463387.0,283568070.0
December 2011,713384.0,283716202.0
March 2012,541739.0,293893736.0
June 2012,735006.0,293419726.0
September 2012,745795.0,292823324.0
December 2012,580735.0,291632497.0
March 2013,556124.0,295544517.0
June 2013,650309.0,298696294.0
September 2013,497098.0,295674993.0
December 2013,608562.0,294812414.0
March 2014,660358.0,303886993.0
June 2014,669573.0,299090914.0
September 2014,749984.0,301824336.0
December 2014,617302.0,302404344.0
March 2015,591926.0,309731453.0
June 2015,749277.0,308007136.0
September 2015,843409.0,314400067.0
