,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,36864500.0,-59924250.0,,
June 2019,36864500.0,-59924250.0,,
September 2019,36864500.0,-59924250.0,,
December 2019,36864500.0,-59924250.0,,
March 2020,40171000.0,-106367000.0,,
June 2020,47833000.0,7808000.0,,
September 2020,55428000.0,-42878000.0,466179.0,
December 2020,57767000.0,42231607.0,806077995.0,1060777.0
March 2021,65948000.0,-177564000.0,805817385.0,780315.0
June 2021,69389000.0,-165314000.0,7653000000.0,
September 2021,74434000.0,-30047000.0,8083324000.0,
December 2021,66316000.0,-111012000.0,9176326000.0,
March 2022,81908000.0,-110357000.0,12246576000.0,
June 2022,99366000.0,-95835000.0,12670886000.0,
