,OperatingExpenses,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
December 2009,317487.75,308734.25,,
March 2010,317487.75,308734.25,,
June 2010,317487.75,308734.25,,
September 2010,317487.75,308734.25,16726437.0,6958593.0
December 2010,256670.25,183792.0,,
March 2011,256670.25,240404.0,,
June 2011,256670.25,301242.5,,
September 2011,256670.25,301242.5,12629298.0,4046661.0
