,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2008,,,-95136250.0,
June 2008,,,-95136250.0,
September 2008,,,-95136250.0,
December 2008,,,-95136250.0,
March 2009,244849250.0,,-40853000.0,
June 2009,244849250.0,,-29582000.0,
September 2009,244849250.0,,-32048000.0,
December 2009,244849250.0,,127162000.0,2429308000.0
March 2010,162473000.0,,-20873000.0,
June 2010,328239000.0,,-3684000.0,2681198000.0
September 2010,235090000.0,,-10239000.0,2602155000.0
December 2010,292028000.0,,-29974000.0,2547769000.0
March 2011,192083000.0,47654000.0,-19879000.0,2454539000.0
June 2011,246022000.0,,-27980000.0,2420304000.0
September 2011,231331000.0,,-31710000.0,2114969000.0
December 2011,253183000.0,,-18821000.0,1858725000.0
March 2012,,34124000.0,2265000.0,1825571000.0
June 2012,,,10638000.0,1855914000.0
September 2012,,,20126000.0,1908423000.0
December 2012,,,29932000.0,1945441000.0
March 2013,,48201000.0,22516000.0,2142334000.0
June 2013,,51908000.0,224909000.0,2496542000.0
September 2013,,57753000.0,36251000.0,2528081000.0
December 2013,,55421000.0,30709000.0,2595449000.0
March 2014,,48341000.0,11504000.0,2550237000.0
June 2014,,49798000.0,21542000.0,2596561000.0
September 2014,,50512000.0,15458000.0,2588215000.0
December 2014,,54602000.0,14639000.0,2358438000.0
March 2015,,50532000.0,8420000.0,2316435000.0
June 2015,,54781000.0,19998000.0,2351936000.0
September 2015,,57444000.0,14778000.0,2350868000.0
December 2015,,63560000.0,22595000.0,2415899000.0
March 2016,,56277000.0,9563000.0,2385806000.0
June 2016,,64440000.0,26913000.0,2461400000.0
September 2016,,61904000.0,26359000.0,2474270000.0
December 2016,,67919000.0,40376000.0,2528589000.0
March 2017,,66298000.0,22249000.0,2506548000.0
June 2017,,70709000.0,33871000.0,2536411000.0
September 2017,,69102000.0,61163000.0,2566302000.0
December 2017,,81379000.0,24552000.0,2780292000.0
March 2018,,71341000.0,38764000.0,2787162000.0
June 2018,,81571000.0,63899000.0,2847629000.0
September 2018,,83523000.0,53392000.0,2908170000.0
December 2018,,93366000.0,54725000.0,3001077000.0
March 2019,,82261000.0,40550000.0,3034919000.0
June 2019,,82712000.0,54593000.0,3086097000.0
September 2019,,92716000.0,50580000.0,3158579000.0
December 2019,,105101000.0,92589000.0,3338356000.0
March 2020,,89321000.0,36760000.0,3373712000.0
June 2020,,92316000.0,84396000.0,3505935000.0
September 2020,,103632000.0,98938000.0,3612774000.0
December 2020,,117949000.0,147488000.0,3864920000.0
March 2021,,,110690000.0,4382930000.0
June 2021,,,154352000.0,4458194000.0
September 2021,,,145954000.0,4874404000.0
December 2021,,,162661000.0,4963528000.0
March 2022,,,148421000.0,5059114000.0
June 2022,,,189542000.0,5232827000.0
