,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2013,22491.0,7423.0,48.5,-17966.0,,,
March 2014,22491.0,7423.0,48.5,-17966.0,,,
June 2014,17136.0,0.0,30.0,-11148.0,,,
September 2014,-61646.0,,345.0,55177.0,,,
December 2014,835.0,0.0,169.0,20101.0,,,
March 2015,44219.0,14846.0,29274.0,-47536.0,,,
June 2015,17136.0,0.0,17087.0,-11147.0,,,
September 2015,2294.0,0.0,2438.0,-4262.0,,,
December 2015,2395.0,0.0,2345.0,-2274.0,,,
March 2016,1871.0,0.0,1822.0,678.0,,,
June 2016,1192.0,0.0,1143.0,151.0,,,
September 2016,3495.0,0.0,3446.0,-956.0,,,
December 2016,11727.0,0.0,11678.0,-11823.0,,,
March 2017,2990.0,0.0,2941.0,317.0,,,
June 2017,49.0,0.0,0.0,3135.0,,,
September 2017,-9118.0,0.0,-9217.0,9464.0,,,
December 2017,1521.0,0.0,1456.0,3414.0,,,
March 2018,3735.0,0.0,3669.0,119.0,,,
June 2018,6735.0,0.0,6669.0,-38.0,,,
September 2018,17020.0,0.0,4500.0,-12955.0,,,
December 2018,16.0,0.0,0.0,-16.0,,,
March 2019,16.0,14846.0,0.0,-16.0,,,
June 2019,2250.0,-14846.0,2250.0,-2266.0,,,
September 2019,2418.0,0.0,2450.0,-2466.0,,,
December 2019,2563.0,,2547.0,-2563.0,,,
March 2020,8899.0,,8883.0,-8899.0,,,
June 2020,9112.0,,,-20918.0,,,
September 2020,8872.0,,,-612985.0,,,
December 2020,8583.0,,,-8599.0,,,
March 2021,11615.0,,,-11631.0,,,
June 2021,4234.0,,,-4234.0,,,
September 2021,15777.0,,,-2840.0,,,
December 2021,28250.0,,,-28250.0,,,
March 2022,22705.0,,,-22705.0,,,
June 2022,41570.0,,,-690379.0,,,
