,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,1215464.0,1171887.0,-832077.0,,
June 2010,1260982.0,1260982.0,-118174.0,,
September 2010,1219349.0,1219349.0,72113.0,,
December 2010,2417670.0,2086464.0,-1739515.0,4195900.0,2166756.0
March 2011,1170907.0,1072148.0,-8033956.0,,
June 2011,1181309.0,1175606.0,5263106.0,4170786.0,2250409.0
September 2011,1903931.0,1877930.0,-299331.0,3468354.0,1589292.0
December 2011,2122227.0,2120627.0,-3227082.0,1167065.0,692575.0
March 2012,758376.0,738479.0,-1134126.0,906013.0,450219.0
June 2012,692051.0,672868.0,-589517.0,897965.0,454061.0
September 2012,889821.0,873490.0,-324194.0,1222132.0,794663.0
December 2012,1305504.0,1321835.0,1800212.0,887082.0,276560.0
March 2013,863324.0,833452.0,-105576.0,665651.0,184981.0
June 2013,819704.0,818704.0,531174.0,1275480.0,787458.0
September 2013,892245.0,892245.0,150738.0,981626.0,608349.0
December 2013,752057.0,741057.0,279572.0,628620.0,248031.0
March 2014,420537.0,414904.0,-187137.0,651386.0,279332.0
June 2014,666785.0,666785.0,-520168.0,635476.0,263043.0
September 2014,319513.0,325146.0,9554.0,651498.0,284018.0
December 2014,,,,,
March 2015,,,,,
June 2015,,,,,
September 2015,,,,,
December 2015,,,,,
March 2016,,,,,
June 2016,,,,,
September 2016,,,,,
December 2016,,,,,
March 2017,-134167.0,-134167.0,0.0,,
June 2017,485940.0,485940.0,-1526753.0,,
September 2017,91155.0,91155.0,-271289.0,,
December 2017,362766.0,362766.0,-251820.0,320590.0,6233.0
March 2018,77060.0,77060.0,-246974.0,,
June 2018,181476.0,181476.0,-518888.0,324603.0,11392.0
September 2018,105068.0,105068.0,-241253.0,331324.0,18686.0
December 2018,83785.0,83785.0,-104106.0,312401.0,336.0
March 2019,74597.0,74597.0,-211120.0,322483.0,10991.0
June 2019,106528.0,106528.0,-285958.0,318326.0,7407.0
September 2019,83922.0,83922.0,-317377.0,313237.0,2891.0
December 2019,141511.0,15778.0,-413084.0,329796.0,20024.0
March 2020,82660.0,82660.0,-315372.0,602942.0,302942.0
June 2020,78884.0,78884.0,-228370.0,,
September 2020,255684.0,129125.0,-232358.0,944420.0,644420.0
December 2020,340710.0,174849.0,1308234.0,1311150.0,942442.0
March 2021,308186.0,174298.0,-327555.0,1450917.0,1087914.0
June 2021,494374.0,359297.0,-249985.0,1515417.0,1160811.0
September 2021,653878.0,514358.0,-304648.0,1563905.0,1217186.0
December 2021,670373.0,582639.0,1008400.0,1463368.0,1122178.0
March 2022,508683.0,376177.0,-296503.0,1762631.0,1429633.0
June 2022,452088.0,317594.0,-314915.0,1796481.0,1471759.0
