,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,138249.0,,-168542.0,,,
June 2010,138249.0,,-150902.0,,,
September 2010,138249.0,,-91580.0,,,
December 2010,138249.0,,-166507.0,210176.0,200176.0,
March 2011,155911.0,,-166685.0,,,
June 2011,219307.0,,-224307.0,24498.0,16164.0,
September 2011,565121.0,,-641619.0,13090.0,5590.0,
December 2011,1138911.0,,-867239.0,47040.0,40373.0,
March 2012,470875.0,,-246445.0,64390.0,58557.0,
June 2012,279968.0,,-88604.0,148286.0,143286.0,
September 2012,301926.0,,-638941.0,772492.0,768326.0,
December 2012,159199.0,,-364811.0,467682.0,464349.0,
March 2013,227265.0,,27494.0,545175.0,542675.0,
June 2013,505258.0,,-501498.0,517232.0,515565.0,
September 2013,254564.0,,-289944.0,505288.0,504455.0,
December 2013,377947.0,,-456817.0,296916.0,296916.0,
March 2014,278409.0,,-32284.0,253632.0,253632.0,
June 2014,450419.0,,-58109.0,304023.0,304023.0,
September 2014,176268.0,,-190687.0,304023.0,304023.0,
December 2014,122569.0,,25387.0,202700.0,202700.0,
March 2015,14375.0,0.0,-9616.0,690700.0,690700.0,
June 2015,14375.0,0.0,-9375.0,630700.0,630700.0,
September 2015,64334.0,0.0,319085.0,,,
December 2015,174929.0,0.0,433627.0,2249815.0,1562918.0,686897.0
March 2016,257142.0,732236.75,1369982.0,3827826.0,3119263.0,708563.0
June 2016,387907.0,732236.75,919534.0,4270832.0,3505327.0,765505.0
September 2016,324809.0,732236.75,768453.0,5401008.0,1693827.0,3707181.0
December 2016,3998444.0,732236.75,-2491021.0,3395878.0,2061814.0,1334064.0
March 2017,339116.0,0.0,1458082.0,5496037.0,4249957.0,1246080.0
June 2017,315750.0,0.0,-712546.0,5317988.0,4159891.0,1158097.0
September 2017,640807.0,0.0,-102239.0,5944616.0,4874502.0,1070114.0
December 2017,2883047.0,1889304.0,-717579.0,5297461.0,4315330.0,982131.0
March 2018,4174641.0,1209116.0,-506959.0,6252938.0,5358791.0,894147.0
June 2018,5135494.0,2403854.0,-1047249.0,,,
September 2018,9400677.0,4511103.0,-1997735.0,5689823.0,4950809.0,739014.0
December 2018,-10788476.0,-3350724.0,-546734.0,5488537.0,4775006.0,713531.0
March 2019,1534119.0,867715.0,-26853.0,6307447.0,5619399.0,688048.0
June 2019,2938795.0,1242833.0,-1671112.0,10602385.0,9939820.0,662565.0
September 2019,2709609.0,1126165.0,-1080657.0,11699111.0,11062030.0,637081.0
December 2019,5640678.0,3176285.0,-3763064.0,11331544.0,10719946.0,611598.0
March 2020,5462032.0,1757351.0,-2813092.0,27010231.0,13591923.0,13418308.0
June 2020,2629977.0,900844.0,-1675546.0,24618846.0,11650163.0,12968683.0
September 2020,3987546.0,1018389.0,-2878549.0,25235781.0,12606523.0,12629258.0
December 2020,8549918.0,2568120.0,-7142483.0,29940103.0,12946912.0,16993191.0
March 2021,6306108.0,1103137.0,-4081749.0,37062232.0,13440346.0,23621886.0
June 2021,7835232.0,1459535.0,-4975635.0,39396969.0,16806012.0,22590957.0
September 2021,8115538.0,1447567.0,-5773411.0,38085151.0,16525127.0,21560024.0
December 2021,9389194.0,3390493.0,-5295993.0,34186409.0,13657314.0,20529095.0
March 2022,6188327.0,1257084.0,-3980524.0,26907143.0,7408978.0,19498165.0
June 2022,8279875.0,1039094.0,-6460841.0,21957419.0,3480928.0,18476491.0
