,NetIncomeLoss,Assets,AssetsCurrent
June 2005,0.0,,
September 2005,-23127.0,,
December 2005,-5767.0,,
March 2006,-5767.0,,
June 2006,-5767.0,,
September 2006,-5767.0,,
December 2006,-5914.75,,
March 2007,-5914.75,,
June 2007,-5914.75,,
September 2007,-5914.75,,
December 2007,-7531.75,,
March 2008,-7531.75,,
June 2008,-7531.75,,
September 2008,-7531.75,,
December 2008,-5299.0,,
March 2009,-5299.0,,
June 2009,-5299.0,,
September 2009,-5299.0,,
December 2009,-4558.0,,
March 2010,-4558.0,,
June 2010,-4467.0,,
September 2010,-3720.0,,
December 2010,-867.0,48.0,
March 2011,-16167.0,,
June 2011,-1717.0,,
September 2011,-2792.0,0.0,
December 2011,-2866.0,0.0,0.0
March 2012,-1717.0,16400.0,0.0
June 2012,-4451.0,16400.0,0.0
September 2012,-5867.0,16400.0,
December 2012,-7567.0,0.0,
March 2013,-5867.0,,
June 2013,-867.0,,
September 2013,-2667.0,,
December 2013,1.0,0.0,
