,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2009,6630349.0,1337321.25,,,
December 2009,6630349.0,1337321.25,,,
March 2010,6630349.0,1337321.25,,,
June 2010,6630349.0,1337321.25,,,
September 2010,6961511.0,1265693.0,,,
December 2010,8270445.0,2330286.0,,,
March 2011,7360736.0,2694085.0,,,
June 2011,7311000.0,1543000.0,45966603.0,37275445.0,
September 2011,6629822.0,750000.0,45112754.0,36918640.0,
December 2011,5216751.0,409382.0,44263338.0,36104866.0,
March 2012,4742702.0,487138.0,43149029.0,29835325.0,
June 2012,4761000.0,-116000.0,41755794.0,28756862.0,
September 2012,4888030.0,49000.0,41107781.0,28033020.0,
December 2012,4811168.0,165985.0,39815564.0,27154346.0,
March 2013,4686484.0,41167.0,40433615.0,26810904.0,
June 2013,4347000.0,-450000.0,38695414.0,25186180.0,10806000.0
September 2013,4128237.0,-37413.0,38336968.0,25674822.0,
December 2013,4204476.0,-1165000.0,37265535.0,25705978.0,
March 2014,3157000.0,-27979.0,36480160.0,25920303.0,
June 2014,3351287.0,260000.0,37846000.0,26816000.0,8006000.0
September 2014,3613000.0,-128000.0,36506000.0,25081000.0,8471000.0
December 2014,3262000.0,-842000.0,34511000.0,23891000.0,7736000.0
March 2015,3049000.0,-1007000.0,33018000.0,22726000.0,7488000.0
June 2015,3035000.0,-2053000.0,30770000.0,21394000.0,6640000.0
September 2015,2986000.0,-868000.0,28801000.0,20594000.0,5542000.0
December 2015,3205000.0,-2212000.0,27234000.0,18884000.0,5749000.0
March 2016,1870000.0,-350000.0,26679000.0,17987000.0,6155000.0
June 2016,1620000.0,-245000.0,26346000.0,18174000.0,5706000.0
September 2016,1950000.0,263000.0,27088000.0,17537000.0,7150000.0
December 2016,1876000.0,8000.0,26502000.0,17506000.0,6660000.0
March 2017,1860000.0,-33000.0,26036000.0,17270000.0,6493000.0
June 2017,1950000.0,-751000.0,25520000.0,17465000.0,5843000.0
September 2017,1969000.0,1270000.0,35785000.0,14253000.0,19378000.0
December 2017,2142000.0,749000.0,45075000.0,14963000.0,28020000.0
March 2018,2007000.0,-1060000.0,33934000.0,15320000.0,16584000.0
June 2018,2431000.0,-312000.0,28932000.0,17122000.0,
September 2018,1906000.0,-1149000.0,26858000.0,16727000.0,
December 2018,2121000.0,-3211000.0,23221000.0,16677000.0,
March 2019,1529000.0,779000.0,23910000.0,13857000.0,
June 2019,2325000.0,193000.0,23736000.0,13093000.0,
September 2019,1719000.0,-3567000.0,20037000.0,12061000.0,
December 2019,1398000.0,-1003000.0,18812000.0,11646000.0,
March 2020,1893000.0,-1612000.0,16719000.0,10133000.0,
June 2020,1869000.0,1498000.0,18816000.0,10542000.0,
September 2020,2308000.0,1944000.0,20789000.0,11410000.0,
December 2020,4646000.0,16661000.0,42211000.0,31423000.0,
March 2021,3003000.0,14224000.0,66822000.0,19876000.0,
June 2021,3532000.0,-868000.0,62277000.0,26789000.0,
September 2021,3654000.0,2390000.0,61917000.0,30847000.0,
December 2021,3635000.0,3590000.0,64191000.0,33292000.0,
March 2022,3658000.0,-846000.0,62515000.0,36654000.0,
June 2022,2654000.0,365000.0,60694000.0,38032000.0,
