,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,672487.25,115778.0,-672487.25,,
June 2019,672487.25,115778.0,-672487.25,,
September 2019,672487.25,115778.0,-672487.25,,
December 2019,672487.25,115778.0,-672487.25,771682.0,768023.0
March 2020,619244.0,50284.0,-626136.0,,
June 2020,7945319.0,7234590.0,-8025261.0,,
September 2020,875466.0,69421.0,-1159986.0,,
December 2020,715817.0,69491.0,-1050909.0,1974068.0,1971739.0
March 2021,3073302.0,1254497.0,-3405307.0,8626969.0,8625064.0
June 2021,15282621.0,13555633.0,-15628900.0,6808037.0,6804504.0
September 2021,2759837.0,77527.0,-1400343.0,4031631.0,4028463.0
December 2021,6518859.0,135793.0,-6518859.0,8187715.0,8184875.0
March 2022,4660774.0,369108.0,-4660774.0,4607820.0,4604412.0
June 2022,3319603.0,649468.0,-3319603.0,1672972.0,1670160.0
