,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,4450000.0,80000000.0,4350000.0,,
June 2009,4450000.0,79900000.0,4350000.0,,
September 2009,4450000.0,78800000.0,4350000.0,,
December 2009,4450000.0,84800000.0,4350000.0,1599200000.0,804600000.0
March 2010,5200000.0,88300000.0,14700000.0,,
June 2010,4500000.0,84800000.0,14700000.0,1596000000.0,820400000.0
September 2010,4300000.0,79300000.0,14700000.0,1670700000.0,866100000.0
December 2010,4600000.0,84300000.0,14700000.0,1646100000.0,857000000.0
March 2011,5000000.0,97000000.0,,1795800000.0,986400000.0
June 2011,5700000.0,98200000.0,,1880400000.0,907000000.0
September 2011,5300000.0,92600000.0,,1792800000.0,864900000.0
December 2011,4500000.0,83700000.0,,1694000000.0,814600000.0
March 2012,5400000.0,101000000.0,17100000.0,1749000000.0,826100000.0
June 2012,5300000.0,96900000.0,17100000.0,1631300000.0,760300000.0
September 2012,4900000.0,91700000.0,17100000.0,1691000000.0,805400000.0
December 2012,5100000.0,95200000.0,17100000.0,1709000000.0,823300000.0
March 2013,5400000.0,99000000.0,14650000.0,1698100000.0,822400000.0
June 2013,5500000.0,95200000.0,14650000.0,1635800000.0,759800000.0
September 2013,5200000.0,100700000.0,14650000.0,1690400000.0,812900000.0
December 2013,5400000.0,110200000.0,14650000.0,1740200000.0,857100000.0
March 2014,6300000.0,103300000.0,12575000.0,1715200000.0,839100000.0
June 2014,5600000.0,99800000.0,12575000.0,1726700000.0,861100000.0
September 2014,5300000.0,95000000.0,12575000.0,1676700000.0,848600000.0
December 2014,5300000.0,108900000.0,12575000.0,1948000000.0,874300000.0
March 2015,6400000.0,105700000.0,-28225000.0,1859900000.0,838600000.0
June 2015,6300000.0,106300000.0,-28225000.0,1893300000.0,879900000.0
September 2015,5600000.0,166600000.0,-28225000.0,1858300000.0,853300000.0
December 2015,5200000.0,112700000.0,-28225000.0,1690800000.0,809000000.0
March 2016,6600000.0,102600000.0,21050000.0,1734600000.0,848200000.0
June 2016,6400000.0,110500000.0,21050000.0,1724500000.0,847500000.0
September 2016,6600000.0,104500000.0,21050000.0,1747300000.0,873400000.0
December 2016,6900000.0,106500000.0,21050000.0,1800300000.0,858000000.0
March 2017,7100000.0,107600000.0,18275000.0,1742200000.0,798400000.0
June 2017,7200000.0,110200000.0,18275000.0,1711900000.0,761700000.0
September 2017,7300000.0,107000000.0,18275000.0,1715600000.0,765000000.0
December 2017,7400000.0,107500000.0,18275000.0,1736500000.0,783600000.0
March 2018,8500000.0,112800000.0,28200000.0,1688500000.0,730600000.0
June 2018,8300000.0,117200000.0,36000000.0,1647300000.0,709100000.0
September 2018,8700000.0,114200000.0,31500000.0,1649600000.0,710800000.0
December 2018,9000000.0,120500000.0,32300000.0,1653700000.0,721300000.0
March 2019,9300000.0,116100000.0,31000000.0,1683400000.0,729900000.0
June 2019,9500000.0,119000000.0,36400000.0,1678400000.0,728400000.0
September 2019,9800000.0,119800000.0,32300000.0,1696300000.0,714100000.0
December 2019,11000000.0,121200000.0,31800000.0,1723100000.0,734900000.0
March 2020,11500000.0,115000000.0,32000000.0,1767400000.0,791200000.0
June 2020,9800000.0,97600000.0,20200000.0,1648300000.0,667500000.0
September 2020,10100000.0,106600000.0,32900000.0,1709000000.0,699600000.0
December 2020,10800000.0,113200000.0,29200000.0,1738200000.0,709500000.0
March 2021,10900000.0,113800000.0,41700000.0,1784400000.0,774600000.0
June 2021,11000000.0,130400000.0,37500000.0,1855300000.0,843900000.0
September 2021,11000000.0,128400000.0,46400000.0,1863200000.0,863000000.0
December 2021,12700000.0,135600000.0,40100000.0,1855600000.0,861500000.0
March 2022,11900000.0,126100000.0,54500000.0,1903300000.0,919900000.0
June 2022,12300000.0,141600000.0,69700000.0,1934300000.0,967700000.0
