,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2012,10.0,,0.0,,
December 2012,10.0,,0.0,,
March 2013,10.0,0.0,-20.0,,
June 2013,10.0,0.0,-20.0,,
September 2013,6997.0,4476.25,5226.0,,
December 2013,1490.0,4476.25,8322.0,,
March 2014,2453.0,4476.25,4868.0,,
June 2014,34522.0,4476.25,-24523.0,,
September 2014,6578.0,,16545.0,,
December 2014,12290.0,,-12290.0,,
March 2015,5922402.0,1468351.0,-7772.0,,
June 2015,5665535.0,1280989.0,-3503908.0,,
September 2015,5242065.0,1192019.0,-3667206.0,,
December 2015,5370768.0,1032761.0,-67818.0,11925840.0,10407784.0
March 2016,5282594.0,921589.0,-3314596.0,,
June 2016,5833924.0,823405.0,-9767997.0,19075668.0,17856602.0
September 2016,6138203.0,817488.0,-3921958.0,16523659.0,15430674.0
December 2016,5651334.0,756539.0,-3430936.0,13377790.0,12353950.0
March 2017,5296448.0,752676.0,-7260253.0,12145253.0,11207326.0
