,OperatingExpenses,Assets,AssetsCurrent
March 2009,8278750.0,,
June 2009,8278750.0,,
September 2009,8278750.0,,
December 2009,8278750.0,,
March 2010,8467000.0,,
June 2010,8274000.0,,
September 2010,8265000.0,,
December 2010,8437000.0,424083000.0,31577000.0
March 2011,8594000.0,,
June 2011,8470000.0,417439000.0,29888000.0
September 2011,7975000.0,415584000.0,32150000.0
December 2011,9316000.0,409699000.0,31758000.0
March 2012,9868000.0,407975000.0,31927000.0
June 2012,7745000.0,404075000.0,29954000.0
September 2012,7234000.0,407726000.0,33245000.0
December 2012,7743000.0,401409000.0,32071000.0
March 2013,8055000.0,404047000.0,33278000.0
June 2013,8516000.0,409406000.0,32285000.0
September 2013,7478000.0,415752000.0,35166000.0
